Source,Target,Weight,Type
859,813,0.824,Directed
859,301,0.824,Directed
854,813,0.642,Directed
854,31,1.117,Directed
359,396,0.568,Directed
359,806,1.340,Directed
359,547,0.761,Directed
1006,806,0.816,Directed
1006,547,0.816,Directed
360,932,0.998,Directed
360,806,0.998,Directed
360,620,0.805,Directed
360,847,0.805,Directed
632,932,0.997,Directed
632,1017,0.997,Directed
632,487,0.791,Directed
632,12,0.791,Directed
116,396,0.814,Directed
116,608,0.814,Directed
566,1094,0.798,Directed
566,12,0.798,Directed
945,742,0.848,Directed
945,813,0.848,Directed
945,524,0.983,Directed
945,355,0.848,Directed
641,742,0.697,Directed
641,524,0.960,Directed
641,167,0.960,Directed
478,524,0.664,Directed
1021,634,0.819,Directed
1021,806,0.819,Directed
501,806,0.940,Directed
501,530,0.825,Directed
501,620,0.825,Directed
501,1094,0.940,Directed
776,806,1.451,Directed
776,27,0.670,Directed
776,620,0.754,Directed
776,1094,0.782,Directed
653,806,0.788,Directed
653,1094,0.788,Directed
770,103,0.925,Directed
770,25,1.021,Directed
770,167,0.829,Directed
770,927,0.829,Directed
770,301,0.925,Directed
812,103,1.315,Directed
812,547,0.624,Directed
812,301,0.693,Directed
1048,396,0.816,Directed
1048,1094,0.816,Directed
1047,392,0.924,Directed
1047,932,0.943,Directed
1047,31,0.865,Directed
1047,484,0.865,Directed
1047,809,0.924,Directed
54,392,1.057,Directed
54,228,0.776,Directed
54,549,0.864,Directed
54,318,1.057,Directed
54,311,0.776,Directed
54,634,0.864,Directed
54,31,0.881,Directed
54,840,1.180,Directed
54,620,0.846,Directed
54,167,1.180,Directed
54,297,1.110,Directed
54,1094,1.110,Directed
54,486,0.881,Directed
629,392,0.978,Directed
629,228,0.876,Directed
629,318,0.978,Directed
629,311,0.876,Directed
629,31,1.222,Directed
629,186,0.897,Directed
629,619,0.876,Directed
629,297,0.876,Directed
629,484,0.856,Directed
629,486,1.222,Directed
629,12,0.856,Directed
481,840,0.610,Directed
481,484,0.759,Directed
481,12,1.368,Directed
894,228,0.609,Directed
894,31,0.676,Directed
894,530,1.548,Directed
306,228,0.708,Directed
306,31,0.752,Directed
306,530,1.747,Directed
306,12,0.520,Directed
869,31,0.819,Directed
869,530,0.937,Directed
561,937,0.862,Directed
561,806,0.862,Directed
561,547,0.825,Directed
659,401,1.705,Directed
659,806,1.679,Directed
659,547,0.503,Directed
659,608,0.468,Directed
659,927,0.416,Directed
722,933,0.971,Directed
722,806,0.812,Directed
722,547,0.830,Directed
722,927,0.953,Directed
867,933,0.914,Directed
867,547,0.914,Directed
867,617,0.965,Directed
867,608,0.829,Directed
867,927,0.965,Directed
1056,1040,0.692,Directed
1056,806,0.772,Directed
1056,672,0.440,Directed
1056,809,1.516,Directed
865,933,1.012,Directed
865,806,0.894,Directed
865,480,1.130,Directed
865,620,0.759,Directed
865,301,0.776,Directed
918,352,0.808,Directed
918,557,0.808,Directed
994,349,0.845,Directed
994,352,0.935,Directed
994,557,0.881,Directed
994,301,0.845,Directed
643,917,2.533,Directed
643,103,0.625,Directed
643,813,0.525,Directed
643,167,0.607,Directed
643,164,0.489,Directed
336,634,0.919,Directed
336,813,1.025,Directed
336,477,1.025,Directed
336,672,0.919,Directed
336,293,0.786,Directed
127,164,0.890,Directed
127,486,0.890,Directed
285,164,0.857,Directed
285,486,0.857,Directed
774,164,0.855,Directed
774,486,0.855,Directed
332,392,1.032,Directed
332,990,0.715,Directed
332,634,0.853,Directed
332,932,0.853,Directed
332,806,0.853,Directed
332,828,0.853,Directed
332,164,1.309,Directed
332,613,0.893,Directed
332,754,0.853,Directed
332,486,1.309,Directed
312,990,0.936,Directed
312,549,0.810,Directed
312,1051,1.744,Directed
312,321,0.792,Directed
312,813,0.828,Directed
312,355,1.780,Directed
312,547,0.774,Directed
312,901,0.972,Directed
312,620,0.846,Directed
312,164,0.774,Directed
312,927,0.792,Directed
312,754,0.792,Directed
312,486,0.882,Directed
312,804,0.828,Directed
312,282,0.954,Directed
194,928,0.843,Directed
194,355,0.763,Directed
792,31,0.881,Directed
792,754,0.881,Directed
536,524,0.946,Directed
536,31,1.513,Directed
536,594,0.878,Directed
536,530,1.013,Directed
536,477,0.716,Directed
536,715,0.865,Directed
536,301,0.865,Directed
536,754,0.919,Directed
536,486,0.946,Directed
654,524,1.066,Directed
654,31,0.933,Directed
654,965,0.819,Directed
654,715,0.952,Directed
654,301,0.952,Directed
654,754,0.933,Directed
654,486,1.066,Directed
654,778,0.819,Directed
105,31,0.490,Directed
105,594,0.469,Directed
105,715,2.679,Directed
105,754,0.500,Directed
105,486,0.612,Directed
264,982,0.921,Directed
264,671,0.760,Directed
264,486,0.921,Directed
876,103,0.667,Directed
876,748,2.082,Directed
876,1039,0.695,Directed
876,547,0.695,Directed
876,520,0.681,Directed
876,12,0.822,Directed
508,748,0.801,Directed
508,813,0.947,Directed
508,299,0.849,Directed
289,1039,0.466,Directed
289,547,0.212,Directed
289,299,0.644,Directed
289,282,2.394,Directed
898,1040,0.317,Directed
898,413,0.336,Directed
898,806,1.104,Directed
898,520,0.375,Directed
898,927,0.317,Directed
898,282,3.201,Directed
40,392,0.488,Directed
40,1040,0.381,Directed
40,806,0.638,Directed
40,520,0.815,Directed
40,927,0.381,Directed
40,299,0.718,Directed
40,282,2.877,Directed
1011,1039,0.585,Directed
1011,547,0.368,Directed
1011,282,1.712,Directed
445,813,0.238,Directed
445,806,0.447,Directed
445,299,0.930,Directed
445,282,1.602,Directed
1089,1039,0.514,Directed
1089,413,0.554,Directed
1089,806,1.186,Directed
1089,547,0.396,Directed
1089,520,1.278,Directed
1089,282,1.751,Directed
866,806,0.480,Directed
866,520,0.483,Directed
866,299,0.787,Directed
866,282,1.535,Directed
630,1040,0.450,Directed
630,1039,0.394,Directed
630,608,0.441,Directed
630,927,0.432,Directed
630,282,2.997,Directed
234,401,2.706,Directed
234,691,0.415,Directed
234,547,0.376,Directed
234,491,0.344,Directed
1043,547,0.677,Directed
1033,401,1.622,Directed
1033,311,0.968,Directed
1033,634,0.700,Directed
1033,691,0.953,Directed
1033,933,0.700,Directed
1033,547,0.790,Directed
1033,617,0.953,Directed
1033,486,0.804,Directed
823,311,0.842,Directed
823,352,0.842,Directed
412,392,1.208,Directed
412,401,1.635,Directed
412,933,1.104,Directed
412,547,0.584,Directed
412,233,0.532,Directed
412,617,0.688,Directed
412,608,0.521,Directed
412,927,0.501,Directed
412,484,0.532,Directed
412,486,0.615,Directed
101,395,0.919,Directed
101,932,0.823,Directed
101,491,0.919,Directed
1072,295,0.825,Directed
1072,547,0.845,Directed
1072,6,0.845,Directed
1065,396,0.895,Directed
1065,385,0.895,Directed
1065,1094,0.815,Directed
1026,396,1.087,Directed
1026,544,0.811,Directed
1026,933,0.779,Directed
1026,385,1.070,Directed
1026,355,0.763,Directed
1026,547,0.909,Directed
1026,620,0.811,Directed
1026,927,0.973,Directed
1026,1094,1.751,Directed
1026,484,0.747,Directed
1026,486,0.973,Directed
1026,6,0.909,Directed
1104,395,2.585,Directed
1104,103,0.900,Directed
1104,932,0.450,Directed
1104,233,0.466,Directed
1104,486,0.397,Directed
82,490,0.993,Directed
82,486,0.993,Directed
82,786,0.689,Directed
554,932,0.838,Directed
554,233,0.998,Directed
554,486,0.998,Directed
554,6,0.861,Directed
696,544,0.905,Directed
696,932,0.905,Directed
696,164,0.866,Directed
696,754,0.866,Directed
696,486,1.072,Directed
696,786,1.072,Directed
506,544,0.773,Directed
506,1038,0.816,Directed
506,932,0.773,Directed
506,77,0.715,Directed
506,164,1.020,Directed
506,1094,1.530,Directed
506,754,1.020,Directed
529,392,0.617,Directed
529,637,1.369,Directed
529,164,0.502,Directed
529,12,1.254,Directed
656,392,0.773,Directed
656,637,1.103,Directed
656,355,0.685,Directed
656,164,0.761,Directed
656,233,0.634,Directed
656,978,1.166,Directed
656,12,1.571,Directed
997,524,0.655,Directed
997,978,1.119,Directed
296,1037,0.773,Directed
296,524,0.833,Directed
296,491,0.738,Directed
296,978,1.260,Directed
296,973,1.094,Directed
231,524,0.853,Directed
231,978,0.853,Directed
1031,1037,0.784,Directed
1031,524,0.857,Directed
1031,301,0.604,Directed
1031,302,0.688,Directed
1031,491,0.760,Directed
1031,978,1.893,Directed
1031,973,1.122,Directed
521,1037,0.646,Directed
521,524,0.714,Directed
521,978,1.360,Directed
96,1037,0.689,Directed
96,524,0.751,Directed
96,491,0.668,Directed
96,978,1.741,Directed
96,973,0.897,Directed
974,1037,0.658,Directed
974,524,0.718,Directed
974,978,1.365,Directed
1071,524,0.977,Directed
1071,491,0.854,Directed
1071,978,0.977,Directed
1071,973,0.854,Directed
1092,742,0.921,Directed
1092,90,1.047,Directed
1092,530,0.813,Directed
1092,608,0.813,Directed
1092,754,0.921,Directed
1092,484,1.047,Directed
579,544,0.664,Directed
579,31,0.851,Directed
579,530,1.776,Directed
579,77,0.689,Directed
579,557,1.514,Directed
579,1095,0.664,Directed
579,715,0.651,Directed
579,301,1.389,Directed
579,484,0.639,Directed
579,486,0.864,Directed
858,392,0.859,Directed
858,683,0.859,Directed
858,524,1.016,Directed
858,530,0.911,Directed
858,301,0.876,Directed
858,754,1.016,Directed
91,524,0.918,Directed
91,186,0.718,Directed
91,530,0.802,Directed
91,557,1.718,Directed
91,715,0.752,Directed
91,301,0.802,Directed
91,754,0.918,Directed
91,486,0.968,Directed
1085,200,1.343,Directed
1085,530,0.634,Directed
1085,486,0.710,Directed
78,664,1.142,Directed
78,813,0.807,Directed
78,526,0.793,Directed
78,164,0.887,Directed
78,715,1.075,Directed
78,12,0.954,Directed
712,549,1.844,Directed
712,932,0.852,Directed
712,70,0.852,Directed
712,355,0.887,Directed
712,164,0.852,Directed
712,648,0.905,Directed
712,965,0.799,Directed
712,613,0.958,Directed
712,608,0.887,Directed
712,715,0.887,Directed
712,804,0.852,Directed
273,544,0.790,Directed
273,664,0.704,Directed
273,982,2.208,Directed
273,468,0.790,Directed
273,813,0.704,Directed
273,346,0.704,Directed
273,530,0.704,Directed
273,648,0.876,Directed
273,754,0.919,Directed
120,982,0.844,Directed
120,754,0.844,Directed
67,201,1.434,Directed
67,355,0.847,Directed
67,164,0.789,Directed
67,715,0.847,Directed
67,491,0.732,Directed
881,928,1.119,Directed
881,349,0.777,Directed
881,227,0.795,Directed
881,620,0.849,Directed
679,1039,0.712,Directed
679,937,1.127,Directed
679,928,0.910,Directed
679,349,0.890,Directed
679,352,0.949,Directed
679,227,1.186,Directed
679,547,0.870,Directed
679,520,0.831,Directed
679,1017,1.048,Directed
5,103,1.098,Directed
5,491,0.815,Directed
322,103,0.565,Directed
322,748,0.421,Directed
322,1038,0.696,Directed
322,937,1.875,Directed
322,547,0.486,Directed
322,847,1.547,Directed
707,392,0.189,Directed
707,103,1.745,Directed
509,978,0.729,Directed
726,392,0.306,Directed
726,103,2.318,Directed
726,901,0.239,Directed
727,413,1.044,Directed
727,520,0.816,Directed
727,3,0.816,Directed
727,1017,0.816,Directed
727,484,1.044,Directed
929,413,0.816,Directed
929,484,0.816,Directed
432,939,0.763,Directed
432,752,0.763,Directed
642,121,0.955,Directed
642,311,1.020,Directed
642,691,0.929,Directed
642,547,0.876,Directed
642,752,1.020,Directed
642,484,0.929,Directed
642,486,0.955,Directed
1001,1038,0.369,Directed
1001,594,0.357,Directed
1001,672,0.363,Directed
1001,847,1.021,Directed
1001,299,2.287,Directed
1001,297,0.732,Directed
1001,491,0.412,Directed
685,806,0.808,Directed
685,6,0.808,Directed
444,298,1.303,Directed
444,742,0.577,Directed
444,691,0.782,Directed
785,813,1.009,Directed
785,164,0.844,Directed
785,615,0.771,Directed
785,752,1.082,Directed
785,486,0.844,Directed
864,392,0.203,Directed
864,309,0.297,Directed
864,352,0.376,Directed
864,594,0.918,Directed
398,396,0.762,Directed
398,86,0.744,Directed
398,311,0.744,Directed
398,637,0.779,Directed
398,835,0.848,Directed
398,547,0.848,Directed
398,477,0.934,Directed
398,971,0.831,Directed
398,3,2.074,Directed
398,754,1.021,Directed
684,392,0.866,Directed
684,990,1.685,Directed
684,468,0.712,Directed
684,349,0.666,Directed
684,443,0.758,Directed
684,477,0.820,Directed
684,77,1.685,Directed
684,167,0.758,Directed
684,971,0.866,Directed
684,297,1.484,Directed
684,490,0.666,Directed
684,786,0.666,Directed
1012,309,1.622,Directed
1012,742,0.870,Directed
1012,932,0.753,Directed
1012,164,0.737,Directed
1012,587,0.737,Directed
1012,302,0.937,Directed
1012,486,0.937,Directed
810,392,0.632,Directed
810,544,0.471,Directed
810,990,3.689,Directed
810,309,0.525,Directed
810,634,0.525,Directed
810,443,0.621,Directed
810,477,1.134,Directed
810,971,0.536,Directed
810,754,0.503,Directed
145,201,0.875,Directed
145,932,0.821,Directed
145,70,0.892,Directed
145,835,0.857,Directed
145,164,1.088,Directed
145,971,1.070,Directed
145,233,0.875,Directed
145,613,1.177,Directed
145,608,1.070,Directed
145,1096,0.857,Directed
145,301,0.839,Directed
145,754,0.875,Directed
145,486,1.177,Directed
145,6,1.088,Directed
1,913,1.115,Directed
1,382,0.783,Directed
1,932,0.567,Directed
1,70,1.115,Directed
1,31,0.999,Directed
1,486,1.016,Directed
764,990,1.567,Directed
764,549,0.784,Directed
764,1058,0.900,Directed
764,385,0.828,Directed
764,125,0.741,Directed
764,355,0.712,Directed
764,547,0.770,Directed
764,967,0.828,Directed
764,965,0.741,Directed
764,1077,0.784,Directed
764,3,0.770,Directed
764,608,0.828,Directed
764,1094,1.799,Directed
764,754,0.943,Directed
155,1058,1.446,Directed
155,355,0.770,Directed
155,186,1.953,Directed
155,547,0.724,Directed
155,967,0.708,Directed
155,1077,0.724,Directed
155,608,0.708,Directed
155,1094,1.430,Directed
155,754,0.739,Directed
155,804,0.708,Directed
155,6,0.724,Directed
877,1058,0.769,Directed
877,321,0.717,Directed
877,835,1.380,Directed
877,967,0.704,Directed
877,608,0.704,Directed
877,1094,1.589,Directed
877,754,0.821,Directed
926,468,0.502,Directed
926,524,0.561,Directed
926,186,2.344,Directed
926,77,0.654,Directed
926,557,0.607,Directed
453,394,2.296,Directed
453,392,0.781,Directed
453,1040,0.678,Directed
453,1039,0.854,Directed
453,318,0.854,Directed
453,806,0.781,Directed
453,547,0.796,Directed
453,557,0.751,Directed
453,484,0.796,Directed
914,309,0.599,Directed
914,932,0.650,Directed
914,355,0.599,Directed
914,967,2.645,Directed
914,233,0.599,Directed
914,804,0.599,Directed
150,549,0.813,Directed
150,932,0.831,Directed
150,967,0.831,Directed
150,301,0.903,Directed
150,486,1.047,Directed
150,778,1.047,Directed
651,392,0.938,Directed
651,549,0.847,Directed
651,272,0.938,Directed
651,927,0.968,Directed
651,301,0.893,Directed
209,913,0.657,Directed
209,840,0.724,Directed
209,978,1.380,Directed
29,913,0.825,Directed
29,228,1.397,Directed
29,25,0.440,Directed
29,840,1.011,Directed
600,928,0.568,Directed
600,477,2.142,Directed
600,301,0.606,Directed
600,486,0.807,Directed
600,803,0.568,Directed
108,544,0.673,Directed
108,382,0.854,Directed
108,524,0.673,Directed
108,31,0.570,Directed
108,530,2.056,Directed
108,620,0.622,Directed
108,557,1.371,Directed
108,754,0.867,Directed
845,228,0.747,Directed
845,987,0.687,Directed
845,468,0.717,Directed
845,813,0.732,Directed
845,530,1.596,Directed
845,620,0.747,Directed
845,666,0.732,Directed
845,557,1.924,Directed
845,754,1.015,Directed
845,484,0.747,Directed
4,544,0.627,Directed
4,524,0.627,Directed
4,530,1.913,Directed
4,620,0.594,Directed
4,557,1.533,Directed
4,754,0.806,Directed
4,12,0.627,Directed
417,321,0.682,Directed
417,480,0.914,Directed
417,648,0.818,Directed
417,967,2.098,Directed
417,1077,0.696,Directed
417,608,0.669,Directed
417,1094,1.567,Directed
417,301,0.478,Directed
417,804,0.723,Directed
699,107,2.925,Directed
699,982,0.886,Directed
699,935,0.738,Directed
699,620,0.529,Directed
699,164,0.542,Directed
699,233,0.812,Directed
699,665,0.861,Directed
699,1094,1.131,Directed
699,715,0.689,Directed
699,486,0.591,Directed
471,468,1.023,Directed
471,835,1.023,Directed
471,965,0.768,Directed
471,279,0.768,Directed
300,982,1.521,Directed
300,813,0.868,Directed
300,233,1.047,Directed
300,665,1.145,Directed
300,1077,0.900,Directed
300,1094,0.721,Directed
300,715,0.737,Directed
300,484,0.704,Directed
300,486,0.900,Directed
300,804,1.047,Directed
850,549,0.879,Directed
850,318,0.879,Directed
850,634,0.860,Directed
850,932,1.661,Directed
850,480,0.860,Directed
850,967,0.822,Directed
850,965,0.841,Directed
850,752,0.860,Directed
850,484,0.879,Directed
904,544,0.674,Directed
904,982,1.824,Directed
904,970,0.564,Directed
904,967,0.637,Directed
210,396,0.844,Directed
210,1040,0.879,Directed
210,617,0.844,Directed
790,318,0.758,Directed
790,634,0.629,Directed
790,166,1.998,Directed
790,840,0.613,Directed
790,1094,0.581,Directed
790,715,0.726,Directed
790,486,0.758,Directed
790,804,1.547,Directed
647,112,0.254,Directed
647,352,0.682,Directed
647,27,3.406,Directed
647,547,0.259,Directed
647,167,0.265,Directed
938,352,2.929,Directed
938,547,0.297,Directed
938,615,0.303,Directed
938,617,0.331,Directed
590,104,2.113,Directed
590,748,0.493,Directed
590,28,0.593,Directed
590,1032,0.515,Directed
512,103,1.161,Directed
512,813,0.311,Directed
512,167,0.360,Directed
512,1032,2.709,Directed
512,978,0.340,Directed
903,104,0.610,Directed
903,419,1.840,Directed
903,1040,0.624,Directed
903,939,0.706,Directed
903,28,0.679,Directed
903,1032,1.204,Directed
546,104,0.868,Directed
546,1040,0.868,Directed
546,939,0.750,Directed
546,28,0.947,Directed
546,162,1.085,Directed
211,392,0.675,Directed
211,104,0.559,Directed
211,282,0.340,Directed
199,28,0.415,Directed
199,847,1.404,Directed
580,1038,0.217,Directed
580,77,0.245,Directed
580,847,1.664,Directed
580,299,1.268,Directed
1027,1038,0.241,Directed
1027,77,0.256,Directed
1027,847,1.667,Directed
1027,299,1.260,Directed
1083,847,0.686,Directed
551,1039,0.254,Directed
551,928,0.278,Directed
551,352,0.460,Directed
551,847,3.077,Directed
551,927,0.259,Directed
342,806,0.688,Directed
342,349,0.758,Directed
342,352,0.660,Directed
342,835,0.646,Directed
342,547,0.604,Directed
342,443,0.688,Directed
342,587,1.263,Directed
342,293,2.595,Directed
342,486,0.758,Directed
528,544,0.744,Directed
528,1040,0.711,Directed
528,1039,0.727,Directed
528,813,0.969,Directed
528,352,0.744,Directed
528,477,2.308,Directed
528,971,0.711,Directed
528,464,0.969,Directed
528,715,0.727,Directed
372,524,0.639,Directed
372,594,1.222,Directed
372,167,1.208,Directed
372,164,0.598,Directed
883,683,0.704,Directed
883,318,0.863,Directed
883,634,1.341,Directed
883,939,0.903,Directed
883,835,0.757,Directed
883,965,0.611,Directed
883,272,0.784,Directed
883,617,1.115,Directed
883,608,0.625,Directed
883,677,0.784,Directed
883,484,0.784,Directed
883,486,0.625,Directed
734,634,0.607,Directed
734,932,0.679,Directed
734,587,2.230,Directed
734,293,0.679,Directed
734,490,0.741,Directed
734,486,0.813,Directed
863,990,0.701,Directed
863,634,0.552,Directed
863,932,0.621,Directed
863,587,2.767,Directed
863,715,0.678,Directed
863,490,0.632,Directed
863,486,0.770,Directed
286,990,1.811,Directed
286,309,0.520,Directed
286,932,0.566,Directed
286,477,0.554,Directed
286,587,2.514,Directed
286,715,0.612,Directed
286,490,0.439,Directed
286,486,0.704,Directed
467,990,1.267,Directed
467,1058,1.686,Directed
467,932,0.541,Directed
467,293,0.680,Directed
467,490,0.522,Directed
467,486,0.718,Directed
467,6,1.360,Directed
50,121,0.679,Directed
50,544,1.003,Directed
50,932,0.679,Directed
50,70,1.603,Directed
50,835,0.849,Directed
50,620,0.695,Directed
50,164,0.849,Directed
50,648,0.849,Directed
50,233,1.003,Directed
50,613,0.802,Directed
50,557,1.372,Directed
50,754,0.802,Directed
50,484,0.756,Directed
371,544,0.842,Directed
371,233,0.842,Directed
577,1041,0.867,Directed
577,835,1.119,Directed
577,547,0.795,Directed
577,164,1.119,Directed
577,965,0.867,Directed
577,671,0.795,Directed
602,121,0.724,Directed
602,544,1.076,Directed
602,664,0.772,Directed
602,932,0.900,Directed
602,620,0.724,Directed
602,648,0.916,Directed
602,233,1.076,Directed
602,484,1.590,Directed
602,486,0.820,Directed
871,544,0.907,Directed
871,932,0.847,Directed
871,31,1.028,Directed
871,530,0.988,Directed
871,303,0.847,Directed
871,484,0.988,Directed
871,786,0.907,Directed
130,637,1.045,Directed
130,530,0.801,Directed
130,164,0.752,Directed
21,309,3.699,Directed
21,742,1.059,Directed
21,1058,0.636,Directed
21,691,0.536,Directed
21,480,0.469,Directed
21,233,0.558,Directed
21,715,0.536,Directed
21,490,0.625,Directed
21,486,0.614,Directed
44,112,0.874,Directed
44,683,0.818,Directed
44,106,1.319,Directed
44,31,0.855,Directed
44,992,0.874,Directed
44,164,0.911,Directed
44,648,0.855,Directed
44,967,1.059,Directed
44,486,1.022,Directed
44,804,0.967,Directed
384,31,0.846,Directed
384,303,0.846,Directed
1078,544,0.964,Directed
1078,314,0.675,Directed
1078,318,0.772,Directed
1078,25,0.675,Directed
1078,335,0.804,Directed
1078,557,1.718,Directed
730,121,0.837,Directed
730,932,0.837,Directed
730,530,1.068,Directed
730,167,0.908,Directed
730,972,0.943,Directed
730,671,0.908,Directed
730,786,1.068,Directed
1059,683,0.464,Directed
1059,748,0.586,Directed
1059,318,0.284,Directed
1059,972,2.625,Directed
1059,484,0.331,Directed
930,390,0.297,Directed
930,749,0.218,Directed
930,648,0.224,Directed
930,297,0.352,Directed
731,392,0.130,Directed
731,972,1.469,Directed
589,392,0.323,Directed
589,468,0.208,Directed
589,972,2.336,Directed
373,392,0.253,Directed
373,547,0.165,Directed
373,972,2.418,Directed
875,385,0.489,Directed
875,648,1.597,Directed
875,1094,1.098,Directed
875,657,0.533,Directed
775,547,0.404,Directed
775,648,1.396,Directed
775,1094,0.992,Directed
1069,901,0.669,Directed
1069,648,1.349,Directed
1069,1094,0.657,Directed
317,1051,1.576,Directed
317,1058,0.695,Directed
317,840,0.695,Directed
317,547,0.680,Directed
317,901,0.666,Directed
317,648,1.865,Directed
317,967,0.666,Directed
317,927,0.709,Directed
317,804,1.099,Directed
1074,321,0.538,Directed
1074,311,0.538,Directed
1074,547,0.494,Directed
1074,901,1.097,Directed
1074,648,3.268,Directed
1074,967,0.538,Directed
1074,1077,0.538,Directed
1074,608,0.516,Directed
1074,1094,1.185,Directed
1024,446,0.467,Directed
1024,385,0.467,Directed
1024,125,0.432,Directed
1024,901,0.467,Directed
1024,648,3.591,Directed
1024,616,0.432,Directed
1024,3,0.760,Directed
1024,1094,1.054,Directed
682,396,1.305,Directed
682,748,0.646,Directed
682,862,0.702,Directed
369,1040,0.293,Directed
369,1039,0.334,Directed
369,193,0.660,Directed
369,27,0.728,Directed
369,886,2.813,Directed
1042,314,0.725,Directed
1042,321,0.654,Directed
1042,480,0.713,Directed
1042,648,1.235,Directed
1042,965,0.950,Directed
1042,1077,1.116,Directed
1042,1094,1.057,Directed
1042,301,1.176,Directed
1042,487,0.523,Directed
1042,804,1.033,Directed
358,549,0.494,Directed
358,1051,0.642,Directed
358,321,0.528,Directed
358,901,0.494,Directed
358,480,1.719,Directed
358,648,2.348,Directed
358,965,0.757,Directed
358,493,0.494,Directed
358,1094,0.986,Directed
720,748,0.601,Directed
720,1040,0.563,Directed
720,352,0.716,Directed
720,547,0.652,Directed
720,520,0.537,Directed
720,617,2.618,Directed
697,748,1.382,Directed
697,715,0.668,Directed
697,486,0.715,Directed
801,401,1.443,Directed
801,913,1.460,Directed
801,309,0.756,Directed
801,748,1.661,Directed
801,1039,0.722,Directed
801,28,0.840,Directed
801,547,0.739,Directed
801,520,0.706,Directed
801,971,0.873,Directed
801,587,0.706,Directed
801,715,0.806,Directed
801,486,0.856,Directed
966,1038,1.405,Directed
966,1037,0.159,Directed
966,299,0.974,Directed
416,1038,1.860,Directed
416,1037,0.215,Directed
416,927,0.201,Directed
416,299,1.410,Directed
799,748,1.228,Directed
799,1038,2.660,Directed
799,937,0.626,Directed
799,352,0.978,Directed
799,28,0.535,Directed
799,530,0.660,Directed
799,487,0.490,Directed
799,803,0.626,Directed
799,809,0.524,Directed
214,392,1.475,Directed
214,385,0.703,Directed
214,125,0.703,Directed
214,1094,0.773,Directed
368,634,0.612,Directed
368,691,0.768,Directed
368,594,1.933,Directed
368,615,0.655,Directed
368,486,0.669,Directed
777,392,2.985,Directed
777,106,0.316,Directed
777,742,0.329,Directed
777,167,0.644,Directed
777,164,0.374,Directed
777,613,0.335,Directed
329,401,0.950,Directed
329,104,2.398,Directed
329,549,1.200,Directed
329,547,0.530,Directed
329,90,0.520,Directed
329,967,0.950,Directed
329,965,0.590,Directed
329,804,0.610,Directed
89,990,0.412,Directed
89,309,0.649,Directed
89,477,0.312,Directed
89,971,2.389,Directed
89,302,0.312,Directed
89,486,0.362,Directed
66,683,0.565,Directed
66,288,2.122,Directed
66,309,1.460,Directed
66,742,0.614,Directed
66,932,0.504,Directed
66,620,0.528,Directed
66,665,0.908,Directed
1055,637,0.922,Directed
1055,164,0.830,Directed
1055,677,0.793,Directed
38,683,2.272,Directed
38,524,0.320,Directed
38,301,0.247,Directed
146,683,4.042,Directed
146,524,0.415,Directed
146,164,0.310,Directed
146,301,0.329,Directed
146,754,0.336,Directed
146,484,0.408,Directed
157,683,2.150,Directed
157,524,0.396,Directed
157,164,0.291,Directed
1098,683,1.677,Directed
1098,77,0.438,Directed
1098,301,0.572,Directed
912,683,0.991,Directed
912,935,0.901,Directed
912,526,0.775,Directed
912,667,0.901,Directed
912,978,0.991,Directed
533,233,0.884,Directed
533,272,0.904,Directed
533,1096,0.865,Directed
533,1094,0.865,Directed
421,228,0.926,Directed
421,1058,0.792,Directed
421,318,1.044,Directed
421,31,0.976,Directed
421,835,1.044,Directed
421,613,0.792,Directed
421,677,1.010,Directed
421,754,1.010,Directed
1103,309,0.880,Directed
1103,318,0.991,Directed
1103,634,1.822,Directed
1103,835,0.991,Directed
1103,840,0.880,Directed
1103,547,0.720,Directed
1103,1077,0.848,Directed
1103,608,0.800,Directed
1103,493,0.800,Directed
1103,677,0.944,Directed
1103,754,0.944,Directed
1066,396,0.610,Directed
1066,318,0.746,Directed
1066,634,3.411,Directed
1066,382,0.746,Directed
1066,840,0.746,Directed
1066,530,0.678,Directed
1066,164,0.624,Directed
1066,272,0.678,Directed
1066,803,0.732,Directed
1066,804,0.664,Directed
10,228,0.821,Directed
10,567,0.875,Directed
10,318,0.981,Directed
10,382,0.981,Directed
10,31,0.875,Directed
10,666,1.017,Directed
10,486,1.017,Directed
820,117,0.930,Directed
820,440,0.911,Directed
820,524,0.816,Directed
820,1077,0.930,Directed
820,6,0.930,Directed
505,392,0.571,Directed
505,549,0.604,Directed
505,740,3.364,Directed
505,1077,0.626,Directed
505,608,0.505,Directed
505,486,0.472,Directed
505,804,0.593,Directed
1084,664,1.168,Directed
1084,419,0.562,Directed
1084,637,3.098,Directed
1084,524,0.528,Directed
1084,355,0.517,Directed
1084,493,0.719,Directed
1084,715,0.495,Directed
1084,507,0.629,Directed
325,664,0.939,Directed
325,637,1.858,Directed
325,524,0.404,Directed
325,493,0.564,Directed
325,507,0.911,Directed
213,862,0.426,Directed
213,932,0.696,Directed
213,935,3.709,Directed
213,971,0.426,Directed
213,557,0.418,Directed
213,487,0.496,Directed
213,786,0.617,Directed
626,164,0.879,Directed
626,648,0.938,Directed
626,613,0.938,Directed
626,1077,0.879,Directed
148,932,1.630,Directed
148,967,0.894,Directed
148,233,0.894,Directed
148,716,0.816,Directed
148,484,0.785,Directed
148,486,0.816,Directed
148,804,0.785,Directed
