Topic 18,fragment_71.0494,fragment_100.07534,fragment_116.07114,fragment_112.08703,fragment_175.12006,fragment_130.09705,fragment_158.09178,fragment_60.0558,fragment_60.0559,fragment_204.09937,fragment_257.16048,fragment_172.09755,fragment_260.11164,fragment_97.07643,fragment_142.12254,fragment_301.15214,fragment_173.13899,fragment_242.10069,fragment_214.10804
Topic 19,fragment_225.07566,fragment_69.07013,fragment_91.05413,fragment_79.05417,fragment_105.07017,fragment_275.12787,fragment_207.06553,fragment_133.06448,fragment_115.05434,fragment_67.05455,fragment_53.0026,fragment_81.07,fragment_261.14913,fragment_331.19013,fragment_57.07007,fragment_263.12955,fragment_205.08718,fragment_113.0602,fragment_177.05473
Topic 20,fragment_94.03985,fragment_55.02948,fragment_82.04028,fragment_119.03519,fragment_128.04552,fragment_110.03459,fragment_92.02426,fragment_109.05048,fragment_135.02961,fragment_133.05119,fragment_71.06064,fragment_112.05007,fragment_120.04417,fragment_108.04319,fragment_150.07838,fragment_153.04074,fragment_152.05613,fragment_107.03523,fragment_134.04674
Topic 21,fragment_74.06037,fragment_56.04978,fragment_97.02839,fragment_102.05469,fragment_112.03985,fragment_216.08561,fragment_58.02903,fragment_143.05747,fragment_69.03368,fragment_87.03159,fragment_122.06034,fragment_86.06014,fragment_57.03369,fragment_88.03967,fragment_70.02898,fragment_84.04422,fragment_188.09246,fragment_156.06572,fragment_170.08149
Topic 22,fragment_118.06547,fragment_134.05999,fragment_91.05413,fragment_108.04426,fragment_53.03889,fragment_106.06503,fragment_148.07578,fragment_188.07057,fragment_110.05976,fragment_79.05417,fragment_94.06505,fragment_81.03337,fragment_176.07104,fragment_146.05941,fragment_80.04949,fragment_136.07598,fragment_133.05284,fragment_218.08163,fragment_172.07629
Topic 23,fragment_82.065,fragment_112.07583,fragment_55.05468,fragment_126.09181,fragment_198.1136,fragment_138.09146,fragment_84.08071,fragment_154.08576,fragment_56.04978,fragment_150.09231,fragment_162.09143,fragment_100.07624,fragment_54.03416,fragment_150.09057,fragment_171.11266,fragment_129.10184,fragment_127.0508,fragment_124.07647,fragment_244.11768
Topic 24,fragment_116.07114,fragment_115.08711,fragment_123.04462,fragment_175.12006,fragment_267.10114,fragment_206.07155,fragment_176.06238,fragment_115.05434,fragment_56.01352,fragment_194.07221,fragment_139.03977,fragment_261.63818,fragment_273.10911,fragment_83.06042,fragment_87.06383,fragment_221.05948,fragment_278.05981,fragment_226.12017,fragment_295.09461
Topic 25,fragment_97.02839,fragment_72.04465,fragment_126.05565,fragment_144.06586,fragment_90.05539,fragment_138.05451,fragment_229.05108,fragment_257.04334,fragment_121.02826,fragment_303.05042,fragment_158.08037,fragment_153.01751,fragment_137.02375,fragment_186.07565,fragment_201.05585,fragment_241.15668,fragment_165.01766,fragment_168.06495,fragment_155.04816
Topic 26,fragment_58.99527,fragment_61.01085,fragment_94.06505,fragment_150.05923,fragment_55.05468,fragment_104.05297,fragment_133.03244,fragment_75.0262,fragment_87.02619,fragment_182.0845,fragment_276.1563,fragment_181.07491,fragment_182.08216,fragment_138.03764,fragment_84.04422,fragment_83.01292,fragment_154.06586,fragment_61.02851,fragment_102.05571
Topic 27,fragment_86.06014,fragment_87.04389,fragment_110.05976,fragment_194.08209,fragment_104.071,fragment_128.07032,fragment_182.08216,fragment_248.11294,fragment_156.01208,fragment_212.09231,fragment_230.10326,fragment_410.16688,fragment_147.11654,fragment_129.99563,fragment_138.05604,fragment_261.11335,fragment_116.07015,fragment_205.04866,fragment_441.29446
Topic 28,fragment_59.04942,fragment_57.03369,fragment_53.0026,fragment_117.09077,fragment_91.05413,fragment_152.07031,fragment_136.07598,fragment_98.9847,fragment_193.14431,fragment_192.10212,fragment_272.14812,fragment_73.0843,fragment_290.16097,fragment_56.05813,fragment_150.05564,fragment_94.06505,fragment_59.06876,fragment_161.06054,fragment_161.05912
Topic 29,fragment_121.06489,fragment_103.05449,fragment_91.05413,fragment_93.06982,fragment_53.03889,fragment_95.04936,fragment_51.0234,fragment_81.03337,fragment_77.03872,fragment_152.10755,fragment_105.04464,fragment_61.03978,fragment_166.12285,fragment_102.04684,fragment_165.07812,fragment_94.04141,fragment_296.14969,fragment_176.09115,fragment_228.12345
Topic 30,fragment_57.07007,fragment_91.05413,fragment_149.02364,fragment_221.08119,fragment_71.0858,fragment_127.11204,fragment_119.0857,fragment_167.03433,fragment_293.13725,fragment_121.02826,fragment_361.20082,fragment_105.11003,fragment_124.9993,fragment_129.07001,fragment_87.09938,fragment_126.00332,fragment_185.07608,fragment_107.08554,fragment_311.14977
Topic 31,fragment_98.05999,fragment_71.06871,fragment_140.07024,fragment_74.05986,fragment_157.09711,fragment_185.09247,fragment_155.08107,fragment_137.07039,fragment_211.10574,fragment_175.10681,fragment_117.07399,fragment_112.07583,fragment_71.0494,fragment_156.13794,fragment_110.05976,fragment_96.99495,fragment_197.09131,fragment_210.13178,fragment_298.17584
Topic 32,fragment_206.0825,fragment_205.07619,fragment_140.04986,fragment_167.06103,fragment_193.0757,fragment_195.09145,fragment_115.05434,fragment_219.09326,fragment_207.09112,fragment_247.08591,fragment_91.05413,fragment_138.12838,fragment_183.14943,fragment_185.07118,fragment_114.09125,fragment_134.04528,fragment_72.04465,fragment_154.07315,fragment_155.15431
Topic 33,fragment_85.02833,fragment_69.03368,fragment_81.03337,fragment_57.03369,fragment_71.0494,fragment_109.0288,fragment_195.0292,fragment_219.10217,fragment_177.01894,fragment_317.06399,fragment_206.10223,fragment_160.08097,fragment_107.0708,fragment_114.07504,fragment_153.01918,fragment_96.9957,fragment_368.1567,fragment_233.08174,fragment_289.14181
Topic 34,fragment_67.05455,fragment_81.07,fragment_55.05468,fragment_91.05413,fragment_79.05417,fragment_93.06982,fragment_95.08537,fragment_69.07013,fragment_107.08554,fragment_105.07017,fragment_109.10129,fragment_121.10156,fragment_149.13246,fragment_119.0857,fragment_123.11715,fragment_53.0026,fragment_135.11735,fragment_277.21754,fragment_127.07538
Topic 35,fragment_107.04885,fragment_143.03192,fragment_219.06534,fragment_167.08158,fragment_140.06835,fragment_196.09544,fragment_280.11613,fragment_298.12713,fragment_293.13725,fragment_220.10875,fragment_202.06802,fragment_326.12623,fragment_139.08654,fragment_182.07858,fragment_125.1079,fragment_176.09115,fragment_230.10326,fragment_348.0974,fragment_215.10376
Topic 36,fragment_73.02851,fragment_85.02833,fragment_145.04997,fragment_97.02839,fragment_325.11203,fragment_163.06062,fragment_109.0288,fragment_61.02892,fragment_133.04983,fragment_57.03405,fragment_115.03913,fragment_91.03921,fragment_93.05445,fragment_289.09133,fragment_75.04398,fragment_271.08259,fragment_100.11239,fragment_76.03917,fragment_228.10047
Topic 37,fragment_69.07013,fragment_53.0026,fragment_111.11652,fragment_62.06029,fragment_55.05468,fragment_153.06584,fragment_154.07315,fragment_238.07123,fragment_256.08031,fragment_142.05017,fragment_142.03245,fragment_154.04951,fragment_217.13508,fragment_192.06673,fragment_57.05774,fragment_172.11319,fragment_226.07136,fragment_210.07668,fragment_274.09173
Topic 38,fragment_98.05999,fragment_131.12918,fragment_157.10848,fragment_97.07643,fragment_114.10281,fragment_235.07575,fragment_165.07001,fragment_207.07983,fragment_178.07836,fragment_278.05554,fragment_189.0702,fragment_60.0559,fragment_205.06525,fragment_263.06919,fragment_115.08711,fragment_234.06713,fragment_55.05468,fragment_55.02948,fragment_107.04885
Topic 39,fragment_83.06042,fragment_110.07176,fragment_56.04978,fragment_81.04506,fragment_95.06076,fragment_93.04514,fragment_156.07692,fragment_54.03416,fragment_82.05229,fragment_82.05293,fragment_109.03969,fragment_111.0555,fragment_108.056,fragment_81.04442,fragment_126.0665,fragment_68.04931,fragment_122.07171,fragment_107.06036,fragment_82.02908
Topic 40,fragment_53.03889,fragment_327.07802,fragment_495.26484,fragment_393.13834,fragment_190.09757,fragment_551.33272,fragment_238.1197,fragment_124.087,fragment_126.05442,fragment_256.13007,fragment_159.02719,fragment_109.06342,fragment_282.10975,fragment_400.17516,fragment_607.38891,fragment_152.06149,fragment_233.0375,fragment_300.11899,fragment_147.11654
Topic 41,fragment_84.08071,fragment_67.05455,fragment_130.08581,fragment_56.04978,fragment_114.09125,fragment_144.10184,fragment_60.04476,fragment_85.06477,fragment_102.0918,fragment_377.19044,fragment_360.168,fragment_89.10723,fragment_167.1183,fragment_112.11181,fragment_128.10739,fragment_158.11793,fragment_378.17828,fragment_148.09614,fragment_209.12971
Topic 42,fragment_117.07034,fragment_115.05434,fragment_91.05413,fragment_129.07001,fragment_131.08493,fragment_85.06477,fragment_239.09204,fragment_201.12805,fragment_110.03498,fragment_105.03345,fragment_153.04074,fragment_134.09682,fragment_162.09143,fragment_67.05455,fragment_173.13225,fragment_163.07629,fragment_159.08048,fragment_145.06489,fragment_71.06064
Topic 43,fragment_89.03862,fragment_177.05473,fragment_145.02839,fragment_117.03314,fragment_149.05997,fragment_78.04654,fragment_134.03644,fragment_63.02323,fragment_106.04123,fragment_135.04439,fragment_248.12779,fragment_72.08072,fragment_91.05413,fragment_186.05403,fragment_105.03345,fragment_364.22204,fragment_100.07534,fragment_171.14886,fragment_188.17605
Topic 44,fragment_58.06553,fragment_60.08102,fragment_104.10731,fragment_118.0861,fragment_56.04978,fragment_59.07336,fragment_71.0731,fragment_142.08712,fragment_221.01905,fragment_280.09383,fragment_57.05774,fragment_258.10964,fragment_184.07218,fragment_59.06225,fragment_193.13421,fragment_124.9993,fragment_537.19464,fragment_166.12285,fragment_260.07565
Topic 45,fragment_91.05413,fragment_147.04377,fragment_119.04876,fragment_144.08074,fragment_130.06466,fragment_115.05434,fragment_136.07598,fragment_95.04936,fragment_103.05449,fragment_117.07034,fragment_143.0739,fragment_117.05718,fragment_123.04462,fragment_182.08216,fragment_172.07629,fragment_142.06474,fragment_119.04986,fragment_158.05975,fragment_143.07219
Topic 46,fragment_136.06241,fragment_97.02839,fragment_119.03519,fragment_137.04629,fragment_96.04414,fragment_216.02841,fragment_291.06357,fragment_250.0931,fragment_219.08071,fragment_114.10281,fragment_117.05484,fragment_247.07449,fragment_232.08253,fragment_237.09192,fragment_98.98387,fragment_94.03985,fragment_263.06919,fragment_115.05434,fragment_265.08377
Topic 47,fragment_132.10161,fragment_276.14368,fragment_164.10657,fragment_84.04422,fragment_230.14,fragment_210.1116,fragment_112.03985,fragment_88.03909,fragment_144.10184,fragment_109.04829,fragment_113.07058,fragment_98.09593,fragment_160.90204,fragment_188.07057,fragment_115.05434,fragment_118.06547,fragment_72.04465,fragment_229.0969,fragment_383.20101
Topic 48,fragment_70.06514,fragment_185.12828,fragment_194.12832,fragment_738.06029,fragment_132.09296,fragment_132.10161,fragment_133.03244,fragment_133.04983,fragment_133.05119,fragment_133.05284,fragment_133.06055,fragment_133.06155,fragment_133.06448,fragment_133.07613,fragment_133.08628,fragment_133.08919,fragment_133.0978,fragment_133.10085,fragment_134.01288
Topic 49,fragment_96.04414,fragment_98.05999,fragment_60.04476,fragment_195.11211,fragment_81.03337,fragment_164.07061,fragment_167.1183,fragment_72.04411,fragment_112.03985,fragment_154.04951,fragment_202.07071,fragment_88.03909,fragment_76.03917,fragment_108.04426,fragment_194.12832,fragment_172.06128,fragment_156.06572,fragment_122.09609,fragment_242.1036
