"","peakID","MSnParentPeakID","msLevel","rt","mz","intensity","Sample","GroupPeakMSn","CollisionEnergy","bin_id"
"20217",20217,7115,2,498.171,103.0544,1408816,1,0,0,"103.05449"
"20218",20218,7117,2,303.918,120.0805,27558.02,1,0,0,"120.08041"
"20219",20219,7117,2,303.918,121.0651,26953.17,1,0,0,"121.06489"
"20220",20220,7117,2,303.918,103.0545,15673.28,1,0,0,"103.05449"
"20221",20221,7117,2,303.918,124.0871,14469.26,1,0,0,"124.087"
"20222",20222,7117,2,303.918,91.0541,7991.72,1,0,0,"91.05413"
"20223",20223,7117,2,303.918,53.03881,7502.605,1,0,0,"53.03889"
"20224",20224,7117,2,303.918,80.04946,6119.315,1,0,0,"80.04949"
"20225",20225,7117,2,303.918,93.0698,5340.278,1,0,0,"93.06982"
"20232",20232,7119,2,462.042,146.0812,25338.68,1,0,0,"146.08112"
"20233",20233,7119,2,462.042,56.0498,13352.99,1,0,0,"56.04978"
"20234",20234,7119,2,462.042,70.06517,12215.67,1,0,0,"70.06514"
"20235",20235,7119,2,462.042,83.04884,11389.81,1,0,0,"83.04895"
"20236",20236,7119,2,462.042,60.04477,7697.395,1,0,0,"60.04476"
"20238",20238,7120,2,514.598,128.0702,59605.18,1,0,0,"128.07032"
"20239",20239,7120,2,514.598,142.087,34763.01,1,0,0,"142.08712"
"20240",20240,7120,2,514.598,100.0753,33648.33,1,0,0,"100.07534"
"20241",20241,7120,2,514.598,70.06509,30910.15,1,0,0,"70.06514"
"20242",20242,7120,2,514.598,82.06492,21781.56,1,0,0,"82.065"
"20258",20258,7131,2,495.923,230.1032,33761.38,1,0,0,"230.10326"
"20259",20259,7131,2,495.923,70.06511,25430.32,1,0,0,"70.06514"
"20260",20260,7131,2,495.923,202.1079,16215.97,1,0,0,"202.10835"
"20261",20261,7131,2,495.923,86.0965,9833.442,1,0,0,"86.09652"
"20263",20263,7140,2,517.442,85.0283,652717.6,1,0,0,"85.02833"
"20264",20264,7140,2,517.442,145.0499,184612.5,1,0,0,"145.04997"
"20265",20265,7140,2,517.442,69.0337,159541.1,1,0,0,"69.03368"
"20266",20266,7140,2,517.442,127.0386,143138.8,1,0,0,"127.0387"
"20267",20267,7140,2,517.442,97.02836,130182.6,1,0,0,"97.02839"
"20268",20268,7140,2,517.442,55.01831,28688.11,1,0,0,"55.01824"
"20269",20269,7140,2,517.442,53.03893,26637.43,1,0,0,"53.03889"
"20270",20270,7144,2,515.802,231.0837,73542.55,1,0,0,"231.08369"
"20271",20271,7149,2,522.439,127.0386,162456.1,1,3735,0,"127.0387"
"20272",20272,7149,2,522.439,85.02827,135068.4,1,3735,0,"85.02833"
"20273",20273,7149,2,522.439,99.04451,46789.82,1,3735,0,"99.04455"
"20274",20274,7149,2,522.439,69.03371,39785.04,1,3735,0,"69.03368"
"20275",20275,7149,2,522.439,70.06501,18109.61,1,3735,0,"70.06514"
"20276",20276,7149,2,522.439,81.03337,14966,1,3735,0,"81.03337"
"20277",20277,7149,2,522.439,57.03362,13667.91,1,3735,0,"57.03369"
"20278",20278,7149,2,522.439,61.02844,13184.95,1,3735,0,"61.02851"
"20279",20279,7149,2,522.439,53.03882,10231.03,1,3735,0,"53.03889"
"20285",20285,7157,2,342.661,53.03881,6172.402,1,0,0,"53.03889"
"20286",20286,7157,2,342.661,109.0483,5172.42,1,0,0,"109.04829"
"20292",20292,7161,2,506.812,85.02844,33228.94,1,0,0,"85.02833"
"20293",20293,7161,2,506.812,89.03876,18139.93,1,0,0,"89.03862"
"20294",20294,7161,2,506.812,69.03377,16223.19,1,0,0,"69.03368"
"20295",20295,7161,2,506.812,97.0284,8907.328,1,0,0,"97.02839"
"20299",20299,7164,2,517.58,108.0443,58899.26,1,1073,0,"108.04426"
"20300",20300,7164,2,517.58,122.0604,35213.75,1,1073,0,"122.06034"
"20301",20301,7164,2,517.58,126.0544,27438.44,1,1073,0,"126.05442"
"20302",20302,7164,2,517.58,124.0399,26768.39,1,1073,0,"124.03981"
"20303",20303,7164,2,517.58,96.04411,19780.94,1,1073,0,"96.04414"
"20304",20304,7164,2,517.58,138.0546,16301.67,1,1073,0,"138.05451"
"20305",20305,7164,2,517.58,112.0389,14959.19,1,1073,0,"112.03881"
"20306",20306,7164,2,517.58,166.0502,13539.41,1,1073,0,"166.04983"
"20307",20307,7164,2,517.58,154.0501,10614.53,1,1073,0,"154.04951"
"20308",20308,7164,2,517.58,53.03899,10407.96,1,1073,0,"53.03889"
"20309",20309,7164,2,517.58,80.04947,8828.572,1,1073,0,"80.04949"
"20310",20310,7164,2,517.58,136.0398,8433.116,1,1073,0,"136.03974"
"20311",20311,7164,2,517.58,125.0469,7751.97,1,1073,0,"125.04693"
"20312",20312,7164,2,517.58,110.0597,7194.265,1,1073,0,"110.05976"
"20313",20313,7164,2,517.58,81.03331,6234.475,1,1073,0,"81.03337"
"20322",20322,7167,2,488.04,172.0975,46473.36,1,0,0,"172.09755"
"20323",20323,7167,2,488.04,200.0905,14938.67,1,0,0,"200.09098"
"20324",20324,7167,2,488.04,85.02817,14905.79,1,0,0,"85.02833"
"20325",20325,7167,2,488.04,86.09643,13455.45,1,0,0,"86.09652"
"20326",20326,7167,2,488.04,154.0871,12451.48,1,0,0,"154.08714"
"20327",20327,7167,2,488.04,104.0343,12393.93,1,0,0,"104.03429"
"20328",20328,7167,2,488.04,69.06995,12301.11,1,0,0,"69.07013"
"20329",20329,7167,2,488.04,116.0344,7903.848,1,0,0,"116.03449"
"20330",20330,7167,2,488.04,97.02836,6639.809,1,0,0,"97.02839"
"20331",20331,7167,2,488.04,84.04413,6237.126,1,0,0,"84.04422"
"20332",20332,7167,2,488.04,74.06035,6059.499,1,0,0,"74.06037"
"20341",20341,7168,2,522.297,145.0848,18133.08,1,0,0,"145.08481"
"20342",20342,7168,2,522.297,172.0974,13136.63,1,0,0,"172.09755"
"20343",20343,7168,2,522.297,154.0857,5883.276,1,0,0,"154.08576"
"20344",20344,7174,2,512.68,262.1285,185158.6,1,0,0,"262.1285"
"20345",20345,7174,2,512.68,84.08072,120561.1,1,0,0,"84.08071"
"20346",20346,7174,2,512.68,130.0858,84984.36,1,0,0,"130.08581"
"20347",20347,7175,2,517.993,72.08073,48183.97,1,0,0,"72.08072"
"20348",20348,7175,2,517.993,131.1294,33241.43,1,0,0,"131.12918"
"20349",20349,7175,2,517.993,55.05478,21902.68,1,0,0,"55.05468"
"20350",20350,7175,2,517.993,70.0651,9857.285,1,0,0,"70.06514"
"20351",20351,7179,2,515.68,110.0346,1616172,1,0,0,"110.03459"
"20352",20352,7179,2,515.68,119.0351,1534484,1,0,0,"119.03519"
"20353",20353,7179,2,515.68,94.03962,769935.1,1,0,0,"94.03985"
"20354",20354,7179,2,515.68,55.02951,534164.4,1,0,0,"55.02948"
"20355",20355,7179,2,515.68,82.04027,505484.2,1,0,0,"82.04028"
"20356",20356,7179,2,515.68,92.0241,194111.6,1,0,0,"92.02426"
"20357",20357,7179,2,515.68,67.02903,173044,1,0,0,"67.02903"
"20358",20358,7180,2,443.707,110.0346,101319.2,1,0,0,"110.03459"
"20359",20359,7180,2,443.707,119.0351,69812.06,1,0,0,"119.03519"
"20360",20360,7180,2,443.707,55.02952,40000.85,1,0,0,"55.02948"
"20361",20361,7180,2,443.707,94.04057,39938.02,1,0,0,"94.04056"
"20362",20362,7180,2,443.707,82.04031,26511.68,1,0,0,"82.04028"
"20363",20363,7180,2,443.707,73.02847,5599.65,1,0,0,"73.02851"
"20364",20364,7181,2,484.044,55.0295,749151.6,1,0,0,"55.02948"
"20365",20365,7182,2,448.47,98.06,669396.4,1,0,0,"98.05999"
"20366",20366,7182,2,448.47,70.06518,234474.8,1,0,0,"70.06514"
"20367",20367,7182,2,448.47,55.0183,192257.3,1,0,0,"55.01824"
"20368",20368,7182,2,448.47,74.05989,20956.43,1,0,0,"74.05986"
"20369",20369,7182,2,448.47,84.04418,18350.47,1,0,0,"84.04422"
"20370",20370,7182,2,448.47,98.09657,17256.51,1,0,0,"98.09682"
"20371",20371,7182,2,448.47,56.04983,15118.58,1,0,0,"56.04978"
"20372",20372,7182,2,448.47,55.05462,15040.57,1,0,0,"55.05468"
"20373",20373,7185,2,467.33,85.02827,366473.6,1,0,0,"85.02833"
"20374",20374,7185,2,467.33,69.03366,164628.7,1,0,0,"69.03368"
"20375",20375,7185,2,467.33,57.0337,68717.55,1,0,0,"57.03369"
"20376",20376,7185,2,467.33,55.01824,59966.54,1,0,0,"55.01824"
"20377",20377,7185,2,467.33,121.9667,33143.34,1,0,0,"121.96666"
"20378",20378,7186,2,395.998,62.92942,428682.7,1,0,0,"62.92941"
"20379",20379,7186,2,395.998,121.9658,317737.6,1,0,0,"121.96575"
"20380",20380,7186,2,395.998,71.04946,23804.94,1,0,0,"71.0494"
"20381",20381,7186,2,395.998,85.02832,17565.76,1,0,0,"85.02833"
"20382",20382,7186,2,395.998,53.0392,12966.87,1,0,0,"53.03889"
"20383",20383,7186,2,395.998,81.03412,11924.99,1,0,0,"81.03409"
"20384",20384,7186,2,395.998,55.01819,10784.14,1,0,0,"55.01824"
"20385",20385,7186,2,395.998,69.03366,9035.602,1,0,0,"69.03368"
"20386",20386,7192,2,517.716,101.0597,105015.3,1,862,0,"101.05975"
"20387",20387,7192,2,517.716,55.05467,94087.08,1,862,0,"55.05468"
"20388",20388,7192,2,517.716,83.04893,66633.58,1,862,0,"83.04895"
"20389",20389,7192,2,517.716,57.03369,61443.63,1,862,0,"57.03369"
"20390",20390,7192,2,517.716,69.03365,17385.48,1,862,0,"69.03368"
"20391",20391,7192,2,517.716,73.06464,14417.15,1,862,0,"73.0647"
"20392",20392,7192,2,517.716,59.04945,13805.71,1,862,0,"59.04942"
"20393",20393,7192,2,517.716,67.05451,7668.226,1,862,0,"67.05455"
"20394",20394,7192,2,517.716,85.0283,5279.715,1,862,0,"85.02833"
"20402",20402,7193,2,473.982,133.0529,44905.3,1,0,0,"133.05284"
"20403",20403,7193,2,473.982,105.0336,23225.8,1,0,0,"105.03345"
"20404",20404,7193,2,473.982,134.0969,20610.62,1,0,0,"134.09682"
"20405",20405,7193,2,473.982,85.02838,18934.97,1,0,0,"85.02833"
"20406",20406,7193,2,473.982,162.0914,16015.79,1,0,0,"162.09143"
"20407",20407,7193,2,473.982,53.03905,14056.32,1,0,0,"53.03889"
"20408",20408,7193,2,473.982,117.0704,11899.11,1,0,0,"117.07034"
"20409",20409,7193,2,473.982,91.0543,11253.2,1,0,0,"91.05413"
"20410",20410,7193,2,473.982,147.0677,10962.27,1,0,0,"147.06769"
"20411",20411,7193,2,473.982,119.0734,10402.71,1,0,0,"119.07336"
"20412",20412,7193,2,473.982,69.03367,9889.435,1,0,0,"69.03368"
"20413",20413,7193,2,473.982,162.0777,9875.417,1,0,0,"162.07769"
"20414",20414,7193,2,473.982,67.05461,9402.93,1,0,0,"67.05455"
"20415",20415,7193,2,473.982,144.0806,8341.697,1,0,0,"144.08074"
"20416",20416,7193,2,473.982,79.05418,7889.972,1,0,0,"79.05417"
"20417",20417,7193,2,473.982,115.0544,7538.369,1,0,0,"115.05434"
"20418",20418,7193,2,473.982,127.0387,7095.734,1,0,0,"127.0387"
"20419",20419,7193,2,473.982,134.0129,6860.941,1,0,0,"134.01288"
"20420",20420,7193,2,473.982,81.03334,6401.618,1,0,0,"81.03337"
"20421",20421,7193,2,473.982,82.06499,6378.644,1,0,0,"82.065"
"20422",20422,7193,2,473.982,118.0655,6103.575,1,0,0,"118.06547"
"20423",20423,7193,2,473.982,106.0651,5908.8,1,0,0,"106.06503"
"20424",20424,7193,2,473.982,121.0649,5788.514,1,0,0,"121.06489"
"20425",20425,7193,2,473.982,120.0804,5642.786,1,0,0,"120.08041"
"20426",20426,7193,2,473.982,145.05,5320.336,1,0,0,"145.04997"
"20427",20427,7193,2,473.982,163.0765,5132.01,1,0,0,"163.07629"
"20439",20439,7195,2,283.003,59.04931,1872565,1,0,0,"59.04942"
"20440",20440,7195,2,283.003,57.03398,80833.66,1,0,0,"57.03369"
"20441",20441,7195,2,283.003,117.0903,80076.74,1,0,0,"117.09077"
"20442",20442,7195,2,283.003,53.00252,42844.3,1,0,0,"53.0026"
"20443",20443,7195,2,283.003,105.0701,24800.7,1,0,0,"105.07017"
"20444",20444,7196,2,364.979,59.04934,303205.5,1,0,0,"59.04942"
"20445",20445,7196,2,364.979,161.06,21168.4,1,0,0,"161.05912"
"20446",20446,7196,2,364.979,86.05991,15798.56,1,0,0,"86.06014"
"20447",20447,7196,2,364.979,57.03397,13904.62,1,0,0,"57.03369"
"20448",20448,7197,2,315.311,59.04934,337278.7,1,0,0,"59.04942"
"20449",20449,7197,2,315.311,161.0601,21633.34,1,0,0,"161.06054"
"20450",20450,7197,2,315.311,105.0698,21408.89,1,0,0,"105.07017"
"20451",20451,7197,2,315.311,57.03395,15123.3,1,0,0,"57.03369"
"20452",20452,7197,2,315.311,117.0905,14122.73,1,0,0,"117.09077"
"20453",20453,7197,2,315.311,133.0643,12561.33,1,0,0,"133.06448"
"20454",20454,7197,2,315.311,53.00255,10675.19,1,0,0,"53.0026"
"20455",20455,7197,2,315.311,115.0543,9220.765,1,0,0,"115.05434"
"20456",20456,7197,2,315.311,103.0545,7649.793,1,0,0,"103.05449"
"20457",20457,7197,2,315.311,118.0411,6802.04,1,0,0,"118.04108"
"20458",20458,7197,2,315.311,91.05492,6497.591,1,0,0,"91.05413"
"20459",20459,7197,2,315.311,53.0388,6315.038,1,0,0,"53.03889"
"20460",20460,7197,2,315.311,146.061,6077.066,1,0,0,"146.0609"
"20461",20461,7197,2,315.311,79.05479,5858.15,1,0,0,"79.05479"
"20474",20474,7199,2,236.991,69.0702,219843.9,1,0,0,"69.07013"
"20475",20475,7199,2,236.991,111.1166,148148.9,1,0,0,"111.11652"
"20476",20476,7199,2,236.991,55.05475,50606.32,1,0,0,"55.05468"
"20477",20477,7199,2,236.991,53.00271,25229.87,1,0,0,"53.0026"
"20478",20478,7199,2,236.991,83.08558,14420.35,1,0,0,"83.08558"
"20479",20479,7199,2,236.991,71.04939,9010.673,1,0,0,"71.0494"
"20480",20480,7199,2,236.991,67.05453,7228.938,1,0,0,"67.05455"
"20481",20481,7199,2,236.991,97.10095,7066.272,1,0,0,"97.10101"
"20482",20482,7199,2,236.991,79.05416,6823.099,1,0,0,"79.05417"
"20483",20483,7199,2,236.991,74.09606,6030.992,1,0,0,"74.0963"
"20484",20484,7199,2,236.991,125.0961,5836.346,1,0,0,"125.09606"
"20486",20486,7200,2,204.16,69.0701,54162.25,1,0,0,"69.07013"
"20487",20487,7200,2,204.16,111.1164,32349.67,1,0,0,"111.11652"
"20488",20488,7200,2,204.16,55.05462,8661.591,1,0,0,"55.05468"
"20495",20495,7202,2,520.391,85.02831,572339,1,0,0,"85.02833"
"20496",20496,7202,2,520.391,60.08101,72235.75,1,0,0,"60.08102"
"20497",20497,7202,2,520.391,57.03371,22303.87,1,0,0,"57.03369"
"20498",20498,7202,2,520.391,140.0703,20630.05,1,0,0,"140.07024"
"20499",20499,7202,2,520.391,72.08078,13957.4,1,0,0,"72.08072"
"20500",20500,7208,2,510.939,85.0283,3683220,1,0,0,"85.02833"
"20501",20501,7208,2,510.939,145.05,2399424,1,0,0,"145.04997"
"20502",20502,7208,2,510.939,69.03368,858522.7,1,0,0,"69.03368"
"20503",20503,7208,2,510.939,61.02853,344631.5,1,0,0,"61.02851"
"20504",20504,7208,2,510.939,57.03367,283900.9,1,0,0,"57.03369"
"20505",20505,7210,2,433.995,108.0443,563704.3,1,426,0,"108.04426"
"20506",20506,7210,2,433.995,80.04953,146627.1,1,426,0,"80.04949"
"20507",20507,7210,2,433.995,53.03893,77169.62,1,426,0,"53.03889"
"20508",20508,7210,2,433.995,84.04422,27531.81,1,426,0,"84.04422"
"20509",20509,7210,2,433.995,55.01835,24753.39,1,426,0,"55.01824"
"20510",20510,7210,2,433.995,68.01309,23109.18,1,426,0,"68.01312"
"20511",20511,7210,2,433.995,81.03337,16935.27,1,426,0,"81.03337"
"20512",20512,7210,2,433.995,96.04416,10891.48,1,426,0,"96.04414"
"20513",20513,7210,2,433.995,98.06002,9492.771,1,426,0,"98.05999"
"20514",20514,7210,2,433.995,70.06512,8216.464,1,426,0,"70.06514"
"20515",20515,7211,2,506.953,85.02836,151066.5,1,3418,0,"85.02833"
"20516",20516,7211,2,506.953,145.05,90500.48,1,3418,0,"145.04997"
"20517",20517,7211,2,506.953,69.03373,40956.68,1,3418,0,"69.03368"
"20518",20518,7211,2,506.953,97.02836,38080.1,1,3418,0,"97.02839"
"20519",20519,7211,2,506.953,127.0386,33890.43,1,3418,0,"127.0387"
"20520",20520,7211,2,506.953,163.0603,22279.88,1,3418,0,"163.06062"
"20521",20521,7215,2,419.493,62.06016,1718219,1,206,0,"62.06029"
"20522",20522,7215,2,419.493,87.04446,91852.98,1,206,0,"87.04389"
"20523",20523,7216,2,495.018,119.0352,31306570,1,0,0,"119.03519"
"20524",20524,7216,2,495.018,92.02436,7748271,1,0,0,"92.02426"
"20525",20525,7216,2,495.018,94.03964,5061413,1,0,0,"94.03985"
"20526",20526,7216,2,495.018,67.02908,3831020,1,0,0,"67.02929"
"20527",20527,7216,2,495.018,109.0506,1962329,1,0,0,"109.05048"
"20528",20528,7225,2,220.71,111.1166,117965.6,1,0,0,"111.11652"
"20529",20529,7225,2,220.71,69.07018,101189.1,1,0,0,"69.07013"
"20530",20530,7225,2,220.71,55.05469,19991.08,1,0,0,"55.05468"
"20531",20531,7225,2,220.71,199.168,9196.851,1,0,0,"199.16798"
"20532",20532,7225,2,220.71,53.00255,9058.245,1,0,0,"53.0026"
"20539",20539,7234,2,527.307,118.0861,799820.3,1,2778,0,"118.0861"
"20540",20540,7234,2,527.307,58.06554,112989.1,1,2778,0,"58.06553"
"20541",20541,7241,2,527.167,118.0861,5348554,1,0,0,"118.0861"
"20542",20542,7241,2,527.167,58.06554,1472402,1,0,0,"58.06553"
"20543",20543,7241,2,527.167,59.06225,71327.06,1,0,0,"59.06225"
"20544",20544,7249,2,539.204,70.06517,262233.6,1,0,0,"70.06514"
"20545",20545,7249,2,539.204,84.04417,71204.91,1,0,0,"84.04422"
"20546",20546,7249,2,539.204,226.12,50118.96,1,0,0,"226.12017"
"20547",20547,7249,2,539.204,115.087,26677.36,1,0,0,"115.08711"
"20548",20548,7249,2,539.204,72.08079,20757.57,1,0,0,"72.08072"
"20549",20549,7249,2,539.204,257.1242,17324.63,1,0,0,"257.1242"
"20550",20550,7249,2,539.204,98.0598,13517.98,1,0,0,"98.05999"
"20551",20551,7249,2,539.204,198.1244,12985.64,1,0,0,"198.1244"
"20552",20552,7249,2,539.204,157.1084,12823.51,1,0,0,"157.10848"
"20553",20553,7249,2,539.204,258.1098,12684.21,1,0,0,"258.10964"
"20554",20554,7249,2,539.204,56.04971,10784.93,1,0,0,"56.04978"
"20555",20555,7249,2,539.204,130.0506,10585.38,1,0,0,"130.05052"
"20556",20556,7249,2,539.204,291.1622,10086.35,1,0,0,"291.16201"
"20557",20557,7249,2,539.204,55.0546,9882.467,1,0,0,"55.05468"
"20558",20558,7249,2,539.204,278.0554,9724.707,1,0,0,"278.05554"
"20559",20559,7249,2,539.204,69.03362,9460.348,1,0,0,"69.03368"
"20560",20560,7249,2,539.204,101.0703,8346.574,1,0,0,"101.07029"
"20561",20561,7249,2,539.204,97.02837,7564.206,1,0,0,"97.02839"
"20578",20578,7252,2,516.493,96.04409,91522.64,1,586,0,"96.04414"
"20579",20579,7252,2,516.493,74.09667,42825.64,1,586,0,"74.0963"
"20580",20580,7252,2,516.493,114.0889,5038.358,1,586,0,"114.08889"
"20581",20581,7252,2,516.493,68.04923,5031.637,1,586,0,"68.04931"
"20584",20584,7275,2,531.232,308.1116,152408.1,1,2703,0,"308.11162"
"20585",20585,7275,2,531.232,91.05412,122536.8,1,2703,0,"91.05413"
"20586",20586,7275,2,531.232,123.0447,120554.2,1,2703,0,"123.04462"
"20587",20587,7275,2,531.232,95.04933,120391.1,1,2703,0,"95.04936"
"20588",20588,7275,2,531.232,107.0488,97459.65,1,2703,0,"107.04885"
"20589",20589,7275,2,531.232,119.0487,87370.13,1,2703,0,"119.04876"
"20590",20590,7275,2,531.232,280.116,84165.9,1,2703,0,"280.11613"
"20591",20591,7275,2,531.232,182.082,82053.69,1,2703,0,"182.08216"
"20592",20592,7275,2,531.232,148.0758,71039.99,1,2703,0,"148.07578"
"20593",20593,7275,2,531.232,136.076,65092.91,1,2703,0,"136.07598"
"20594",20594,7275,2,531.232,53.03891,40017.66,1,2703,0,"53.03889"
"20595",20595,7275,2,531.232,121.0649,36164.45,1,2703,0,"121.06489"
"20596",20596,7275,2,531.232,97.02826,34300.92,1,2703,0,"97.02839"
"20597",20597,7275,2,531.232,69.03366,31047.88,1,2703,0,"69.03368"
"20598",20598,7275,2,531.232,87.03158,29306.15,1,2703,0,"87.03159"
"20599",20599,7275,2,531.232,194.082,28759.54,1,2703,0,"194.08209"
"20600",20600,7275,2,531.232,146.0607,26180.88,1,2703,0,"146.0609"
"20601",20601,7275,2,531.232,112.0397,26073.26,1,2703,0,"112.03985"
"20602",20602,7275,2,531.232,103.0544,21411.29,1,2703,0,"103.05449"
"20603",20603,7275,2,531.232,85.02832,17466.61,1,2703,0,"85.02833"
"20604",20604,7275,2,531.232,58.02903,17127.08,1,2703,0,"58.02903"
"20605",20605,7275,2,531.232,144.0659,16180.71,1,2703,0,"144.06586"
"20606",20606,7275,2,531.232,298.1272,14000.64,1,2703,0,"298.12713"
"20607",20607,7275,2,531.232,65.03871,13918.43,1,2703,0,"65.03877"
"20608",20608,7275,2,531.232,160.0769,13667.85,1,2703,0,"160.07676"
"20609",20609,7275,2,531.232,262.1084,12493.2,1,2703,0,"262.1084"
"20610",20610,7275,2,531.232,133.0528,12339.39,1,2703,0,"133.05284"
"20611",20611,7275,2,531.232,57.03361,11304.05,1,2703,0,"57.03369"
"20612",20612,7275,2,531.232,260.0916,10673.09,1,2703,0,"260.09159"
"20613",20613,7275,2,531.232,135.0682,9903.845,1,2703,0,"135.06821"
"20614",20614,7275,2,531.232,81.0333,9651.125,1,2703,0,"81.03337"
"20615",20615,7275,2,531.232,55.0182,9362.623,1,2703,0,"55.01824"
"20616",20616,7275,2,531.232,120.0804,8923.76,1,2703,0,"120.08041"
"20617",20617,7275,2,531.232,143.0575,8231.276,1,2703,0,"143.05747"
"20618",20618,7275,2,531.232,118.0654,7959.507,1,2703,0,"118.06547"
"20619",20619,7275,2,531.232,96.04411,7854.097,1,2703,0,"96.04414"
"20620",20620,7275,2,531.232,70.02894,7425.232,1,2703,0,"70.02898"
"20621",20621,7275,2,531.232,138.056,7063.666,1,2703,0,"138.05604"
"20646",20646,7298,2,542.893,98.98473,501116.2,1,0,0,"98.9847"
"20647",20647,7298,2,542.893,174.0238,43579.47,1,0,0,"174.02376"
"20648",20648,7298,2,542.893,173.0221,37638.96,1,0,0,"173.02215"
"20649",20649,7298,2,542.893,118.0861,24696.18,1,0,0,"118.0861"
"20650",20650,7298,2,542.893,230.1034,19356.09,1,0,0,"230.10326"
"20651",20651,7298,2,542.893,116.9946,18611.15,1,0,0,"116.99462"
"20652",20652,7298,2,542.893,131.1289,14855.43,1,0,0,"131.12918"
"20653",20653,7298,2,542.893,72.08065,11013.18,1,0,0,"72.08072"
"20654",20654,7298,2,542.893,70.06509,9360.913,1,0,0,"70.06514"
"20655",20655,7298,2,542.893,87.04387,8765.495,1,0,0,"87.04389"
"20656",20656,7298,2,542.893,202.1088,7924.134,1,0,0,"202.10835"
"20657",20657,7298,2,542.893,76.04727,7605.819,1,0,0,"76.04727"
"20658",20658,7298,2,542.893,57.03361,7346.172,1,0,0,"57.03369"
"20659",20659,7298,2,542.893,58.06548,5987.546,1,0,0,"58.06553"
"20660",20660,7311,2,517.855,118.0861,724462.5,1,0,0,"118.0861"
"20661",20661,7311,2,517.855,58.06557,130968.6,1,0,0,"58.06553"
"20662",20662,7311,2,517.855,59.07314,92267.92,1,0,0,"59.07336"
"20663",20663,7312,2,545.957,72.08085,259572.5,1,0,0,"72.08072"
"20664",20664,7312,2,545.957,70.0653,43998.12,1,0,0,"70.06514"
"20665",20665,7312,2,545.957,112.0503,19365.88,1,0,0,"112.05007"
"20666",20666,7312,2,545.957,56.04971,6328.386,1,0,0,"56.04978"
"20671",20671,7316,2,538.306,188.0706,154552.9,1,0,0,"188.07057"
"20672",20672,7316,2,538.306,118.0655,77270.35,1,0,0,"118.06547"
"20673",20673,7316,2,538.306,84.04422,46262.72,1,0,0,"84.04422"
"20674",20674,7373,2,548.668,89.06004,104841.7,1,0,0,"89.06008"
"20675",20675,7373,2,548.668,107.0708,103120.1,1,0,0,"107.0708"
"20676",20676,7373,2,548.668,71.04936,56739,1,0,0,"71.0494"
"20677",20677,7373,2,548.668,85.02829,29038.59,1,0,0,"85.02833"
"20678",20678,7373,2,548.668,69.03373,13401.55,1,0,0,"69.03368"
"20679",20679,7373,2,548.668,59.04936,11867.56,1,0,0,"59.04942"
"20680",20680,7373,2,548.668,185.0926,11097.83,1,0,0,"185.09247"
"20681",20681,7373,2,548.668,97.02837,9233.897,1,0,0,"97.02839"
"20682",20682,7373,2,548.668,81.03331,8250.569,1,0,0,"81.03337"
"20683",20683,7373,2,548.668,53.00256,7108.934,1,0,0,"53.0026"
"20684",20684,7373,2,548.668,53.03882,6592.54,1,0,0,"53.03889"
"20697",20697,7395,2,549.359,83.04902,46094.4,1,0,0,"83.04895"
"20698",20698,7395,2,549.359,59.04948,43042.95,1,0,0,"59.04942"
"20699",20699,7395,2,549.359,95.04944,37505.12,1,0,0,"95.04936"
"20700",20700,7395,2,549.359,111.0443,33676.35,1,0,0,"111.04429"
"20701",20701,7395,2,549.359,129.0549,31652.02,1,0,0,"129.05473"
"20702",20702,7395,2,549.359,69.03376,25216.72,1,0,0,"69.03368"
"20703",20703,7395,2,549.359,67.05461,16774.87,1,0,0,"67.05455"
"20704",20704,7395,2,549.359,55.0547,16219.83,1,0,0,"55.05468"
"20705",20705,7395,2,549.359,65.0388,14841.75,1,0,0,"65.03877"
"20706",20706,7395,2,549.359,139.0382,14151.88,1,0,0,"139.03837"
"20707",20707,7395,2,549.359,147.0656,13574.76,1,0,0,"147.06556"
"20708",20708,7395,2,549.359,93.03321,9239.758,1,0,0,"93.03321"
"20709",20709,7395,2,549.359,53.03882,9234.534,1,0,0,"53.03889"
"20710",20710,7395,2,549.359,85.0283,8196.437,1,0,0,"85.02833"
"20711",20711,7395,2,549.359,157.0487,6172.579,1,0,0,"157.04866"
"20719",20719,7413,2,522.996,85.02835,55991.98,1,0,0,"85.02833"
"20720",20720,7413,2,522.996,145.0499,28502.44,1,0,0,"145.04997"
"20721",20721,7413,2,522.996,69.03369,14851.03,1,0,0,"69.03368"
"20722",20722,7413,2,522.996,97.02835,13132.32,1,0,0,"97.02839"
"20723",20723,7413,2,522.996,127.0388,12734.02,1,0,0,"127.0387"
"20730",20730,7414,2,557.556,85.02837,43121.07,1,0,0,"85.02833"
"20731",20731,7414,2,557.556,145.05,22634.17,1,0,0,"145.04997"
"20732",20732,7414,2,557.556,178.0854,13846.04,1,0,0,"178.08536"
"20733",20733,7414,2,557.556,110.0718,12821.66,1,0,0,"110.07176"
"20734",20734,7414,2,557.556,127.0387,10546.03,1,0,0,"127.0387"
"20735",20735,7414,2,557.556,69.03363,10482.13,1,0,0,"69.03368"
"20736",20736,7414,2,557.556,108.0443,7130.778,1,0,0,"108.04426"
"20737",20737,7414,2,557.556,61.02845,6190.469,1,0,0,"61.02851"
"20753",20753,7419,2,553.895,111.1165,189087,1,0,0,"111.11652"
