	RT	M1_1	M1_2	M1_3	M14_1	M14_2	M14_3	M18_1	M18_2	M18_3	M19_1	M19_2	M19_3	M2_1	M2_2	M2_3	M22_1	M22_2	M22_3_150410163257	M23_1	M23_2	M23_3	M24_1	M24_2	M24_3	M26_1	M26_2	M26_3	M28_1	M28_2	M28_3	M3_1	M3_2	M3_3	M4_1	M4_2	M4_3	M5_1	M5_2	M5_3	NDC24_1	NDC24_2	NDC24_3	NDC6_1	NDC6_2	NDR_3	NDC8_1	NDC8_2	NDC8_3	relation.id	relation.ship	codadw	charge
123.905477036025	345.6025199890137	2159.07958984375	2231.21533203125	3668.197998046875	513.9168090820312	3753.525390625	8105.04931640625	6281.70263671875	548.3964233398438	4234.251953125	1952.493896484375	1647.205322265625	3681.331298828125	3743.19873046875	669.79931640625	6185.24853515625	3601.986572265625	1800.478759765625	2280.6689453125	4587.52001953125	4610.5263671875	5426.04638671875	1888.794921875	4721.59912109375	2533.031005859375	3149.9306640625	7594.01123046875	6341.1708984375	1895.910888671875	3353.205078125	763.9722900390625	1589.4503173828125	4735.6201171875	6194.5869140625	2389.939453125	211.99710083007812	4899.3916015625	1255.4595947265625	4494.19287109375	3595.588134765625	4021.839111328125	5008.1083984375	2723.903564453125	1193.3895263671875	3525.275634765625	7029.22119140625	1941.5447998046875	5212.62841796875	5494.48193359375	92	potential bp	0.9881864426653773	
123.90547729866478	338.4022725423177	2225.188720703125	1299.7626953125	3388.435302734375	513.9168090820312	3451.734619140625	8105.04931640625	6281.70263671875	548.3964233398438	4234.251953125	1488.5914306640625	1647.205322265625	3681.331298828125	3518.0888671875	572.1868896484375	6185.24853515625	4340.91162109375	2099.162109375	1576.744873046875	4587.52001953125	4254.7470703125	5426.04638671875	1849.7122802734375	4721.59912109375	2533.031005859375	2842.408203125	7594.01123046875	6341.1708984375	1726.4149169921875	3353.205078125	699.369140625	1738.71337890625	4735.6201171875	6194.5869140625	2389.939453125	202.47744750976562	4899.3916015625	1422.4884033203125	4283.77685546875	2328.61669921875	3986.12158203125	5008.1083984375	2219.5625	1641.1661376953125	3245.599365234375	7029.22119140625	1941.5447998046875	5114.5849609375	5494.48193359375	92	potential bp	0.9554658222894084	
118.91772923305305	337.083391935929	605.7433471679688	527.4437866210938	1006.6341552734375	0.0	783.9927368164062	1843.4990234375	1705.4937744140625	148.0380859375	1178.179443359375	630.4306030273438	536.236328125	827.4083251953125	880.7249145507812	166.43487548828125	1648.630859375	1186.0167236328125	554.381103515625	373.4498291015625	756.5026245117188	1182.843505859375	1173.72607421875	667.654296875	1102.079833984375	716.76953125	560.508544921875	1738.29736328125	1541.3138427734375	397.9919738769531	1034.0662841796875	273.61566162109375	527.7574462890625	1268.950927734375	1441.2689208984375	556.33837890625	0.0	1287.9718017578125	331.3282165527344	1263.8858642578125	1073.99609375	973.553466796875	1383.7911376953125	461.34796142578125	383.5491638183594	802.308837890625	1918.5802001953125	401.99664306640625	1329.7677001953125	1144.978271484375	92	bp|C13 isotope #1	0.8702299774160777	
180.06340648695516	874.3007545471191	109279.375	112082.0234375	160273.40625	163856.5	99661.5390625	129762.28125	200035.953125	140987.578125	210445.609375	166051.09375	194191.734375	105038.34375	188236.046875	168709.609375	154250.109375	210736.828125	236407.78125	205457.609375	151651.796875	126577.1796875	106605.0546875	239619.109375	136950.921875	99904.7265625	188944.296875	222380.34375	223222.21875	154485.71875	157814.203125	130835.8359375	126017.8671875	96292.765625	144845.109375	146131.984375	131744.90625	116278.015625	220516.75	124799.6171875	124273.953125	99819.84375	109866.671875	104900.453125	215588.71875	175146.984375	174853.46875	226793.890625	98114.7265625	199110.875	93	bp	0.9292878246300587	1
181.066733837363	874.1272557576498	5703.083984375	6602.60791015625	8659.1650390625	9641.556640625	5669.734375	7849.62548828125	9668.296875	7737.46923828125	13518.064453125	9667.3505859375	11836.0966796875	5090.58154296875	11516.5458984375	10106.78515625	9051.08203125	11769.3740234375	15091.091796875	13247.0615234375	8410.6943359375	7088.39599609375	5596.0791015625	14976.6953125	8711.326171875	5268.44287109375	11817.744140625	11023.2099609375	12916.001953125	9834.6904296875	8386.1171875	7949.67626953125	8182.81005859375	5233.5419921875	9099.4404296875	8685.423828125	7888.90673828125	5713.60498046875	14638.2275390625	5947.349609375	6726.56591796875	5216.68994140625	6233.7490234375	5756.10498046875	14314.3984375	11443.431640625	9809.8603515625	14514.5703125	5043.59716796875	10176.6806640625	93	bp|C13 isotope #1	0.9108016394896739	
129.0426402436607	747.6597455342611	104473.7109375	45668.921875	156302.375	124985.8046875	54597.79296875	121797.15625	129998.9921875	63663.55078125	83949.3203125	78649.1875	44554.40234375	45744.46484375	77040.078125	63711.90234375	78043.359375	189929.84375	238492.34375	55366.0546875	44238.65234375	33338.19921875	34133.8046875	71636.1015625	26999.833984375	27016.7890625	35555.66796875	63100.77734375	76326.1875	38338.375	52348.15234375	40278.57421875	56310.48828125	57032.89453125	54091.21875	80266.5078125	57219.390625	74008.2421875	95573.1171875	30817.78125	43748.796875	24613.458984375	24741.958984375	26182.703125	66715.375	42841.046875	36902.86328125	153994.03125	36127.48828125	154399.265625	94	bp	0.9805404815044838	1
102.03159161434093	860.6372464497884	56036.8203125	54292.96484375	139643.3125	76644.3984375	61863.5390625	67523.453125	229235.765625	84790.109375	92474.8359375	67410.109375	75335.40625	61141.48046875	47351.7265625	29744.73046875	40787.05078125	85420.7890625	102117.234375	69209.59375	57970.05078125	59218.70703125	70294.703125	134122.5	43387.03125	56797.60546875	68953.53125	125799.84375	84155.8359375	60152.7265625	79073.3359375	58285.80859375	24358.2734375	25315.224609375	48412.87890625	76159.890625	66139.5	98099.25	110658.46875	79896.5859375	64114.77734375	42301.234375	39142.88671875	44136.19140625	81329.578125	58596.703125	90585.875	83189.6953125	36898.08984375	141496.53125	95	bp	0.9131919078894689	1
131.0945784349331	824.6720441182455	20205.6484375	15760.1533203125	223295.390625	20125.2109375	11578.720703125	17344.08984375	63070.078125	20448.146484375	28362.162109375	19045.998046875	26840.384765625	22923.845703125	27107.56640625	16441.8203125	28895.658203125	41613.28515625	32101.44140625	16974.822265625	20351.751953125	19770.6171875	18686.8828125	26796.45703125	20151.71484375	15845.0673828125	20890.65234375	204355.59375	30948.68359375	19102.599609375	29645.4296875	17355.234375	15941.470703125	16228.001953125	19196.67578125	34763.4921875	29771.07421875	97461.953125	78096.9921875	34477.73828125	18544.27734375	13449.669921875	18314.03515625	10522.77734375	18007.052734375	17029.13671875	35696.640625	43873.1328125	15443.0849609375	93928.75	96	bp	0.9764624599109145	1
131.09465904241043	1226.7645688264267	0.0	6090.54443359375	223295.390625	15264.765625	4138.6435546875	4842.23828125	189123.390625	6357.1650390625	25283.71484375	42112.46484375	47078.140625	11009.37890625	4976.99560546875	19169.080078125	5836.048828125	186835.390625	22135.556640625	14260.7060546875	7946.9150390625	7383.919921875	9495.6865234375	6981.65625	5903.203125	3557.5419921875	13349.4150390625	32958.33203125	11850.78125	14426.2568359375	9994.5166015625	17184.41015625	7283.91796875	5498.96435546875	10520.833984375	34763.4921875	6070.16943359375	97461.953125	8741.3154296875	12007.12890625	9644.9775390625	0.0	4511.6796875	3737.974365234375	19837.71484375	12539.96484375	9754.5498046875	7580.69287109375	9800.9736328125	88505.59375	97	bp	0.8110796284476793	1
727.5534308533042	238.5991875330607	12553.814453125	43782.4609375	10423.10546875	2159.7392578125	203300.46875	184582.625	14830.10546875	4576.36474609375	16309.8251953125	17545.4765625	5479.94873046875	20804.82421875	18520.6796875	7659.6826171875	94780.0546875	21185.34765625	4315.5546875	15066.7578125	51314.80078125	57926.92578125	62987.31640625	5280.85888671875	67534.1875	43049.609375	70985.9609375	45779.28515625	67514.4765625	9094.009765625	10483.2490234375	4922.33203125	31307.892578125	105546.703125	101200.125	6187.2509765625	8479.5927734375	55844.92578125	4611.73681640625	22122.353515625	58198.9140625	114821.1953125	127651.328125	49128.421875	8196.1982421875	110046.7890625	126624.6796875	5567.84912109375	217792.859375	15982.5419921875	98	bp	0.9523337815716152	1
728.5568501888662	239.3495874819548	4854.373046875	16721.814453125	3067.142578125	0.0	89654.1875	71886.0625	0.0	1867.929443359375	7060.71337890625	7465.43408203125	2156.8544921875	8220.013671875	7422.09033203125	3199.44482421875	29890.541015625	8442.21484375	1966.5955810546875	6133.662109375	16360.5146484375	20118.14453125	21913.5234375	1935.5845947265625	24920.56640625	15775.302734375	24329.7578125	16259.861328125	23069.599609375	3936.389892578125	4244.50634765625	2227.8115234375	12210.23046875	39337.25390625	33875.0390625	2711.565673828125	2589.632080078125	20545.294921875	2029.17822265625	8628.265625	18756.703125	48060.29296875	50077.140625	18589.0390625	3477.047119140625	44631.54296875	43602.44921875	2478.989990234375	91415.296875	5760.0908203125	98	730.57-H2	0.8964333580016085	
729.5686313960223	238.8174171447754	4739.93359375	12260.1181640625	3610.091796875	1169.2943115234375	85661.6328125	71774.578125	5092.71337890625	1041.9893798828125	5008.57275390625	6438.0234375	1969.427734375	7651.576171875	4437.70263671875	2564.994140625	20905.158203125	6642.810546875	1632.3515625	5844.10302734375	12641.6318359375	14124.009765625	17244.798828125	3451.60986328125	17056.123046875	9714.8046875	15278.5556640625	18508.384765625	23327.126953125	2414.1865234375	3022.67822265625	1643.3883056640625	8491.6025390625	36771.34765625	34859.390625	2309.18017578125	2875.60498046875	14293.798828125	1587.9541015625	6492.9423828125	16913.109375	33116.0625	37977.08203125	13687.884765625	2738.413818359375	34276.05859375	38167.671875	2034.6805419921875	70545.9296875	4600.3125	98	double bond	0.9168779912086181	
730.5725281794482	239.25486954398778	2166.00634765625	4482.59619140625	1247.6298828125	0.0	27654.88671875	23217.107421875	0.0	599.7440795898438	1988.73974609375	2573.294189453125	972.2166137695312	2972.227783203125	1981.0439453125	951.314208984375	6842.87646484375	3611.61865234375	981.343994140625	2681.6875	4733.2392578125	5621.03564453125	6807.7939453125	1177.8985595703125	7054.017578125	3812.17724609375	6465.48193359375	7322.98046875	9446.2744140625	1353.2958984375	1376.7384033203125	826.3693237304688	3517.063720703125	11958.017578125	12398.78515625	1005.7654418945312	768.4801025390625	5837.85400390625	823.5517578125	2569.74462890625	7407.90869140625	12960.6298828125	14082.724609375	5638.06201171875	1197.24267578125	11728.400390625	13580.802734375	629.1856689453125	21478.427734375	1643.1455078125	98	728.56+H2	0.8888210578011251	
847.596347784572	241.51141707102457	5027.99853515625	8481.927734375	4779.35595703125	2300.252197265625	14963.6484375	15087.91796875	6560.83642578125	3854.77294921875	6905.953125	4606.0947265625	3916.879150390625	6567.8427734375	6120.6865234375	2900.341064453125	11750.720703125	5325.13232421875	2902.890380859375	4846.6708984375	10890.7294921875	10822.85546875	12822.0712890625	5153.77392578125	10457.61328125	8209.6279296875	13044.109375	14858.8154296875	14927.86328125	5431.4560546875	5135.76025390625	3302.87255859375	7665.8203125	13049.6943359375	13840.0458984375	4736.416015625	3078.971923828125	10199.90625	3322.041015625	7495.0419921875	8074.97998046875	13559.421875	13596.5615234375	11924.126953125	6656.0234375	17216.427734375	12842.4443359375	4733.373046875	17551.04296875	7088.2294921875	98	potential bp	0.91054593818623	
895.5952086033492	239.6161336263021	6542.02978515625	8460.25	3984.6123046875	2568.712646484375	15541.6513671875	13371.9033203125	0.0	4009.9619140625	5881.92138671875	4440.7255859375	2883.847900390625	6486.02685546875	5505.9912109375	4060.6953125	10346.970703125	6480.603515625	3687.94140625	5926.7109375	10222.7734375	7524.57080078125	9872.7783203125	3131.817626953125	11948.6337890625	9240.6044921875	8505.29296875	0.0	10650.8466796875	4865.50390625	5790.47998046875	3762.293701171875	7207.6904296875	11348.3203125	10282.548828125	4072.545654296875	3331.02734375	9757.5908203125	2602.3779296875	5733.76513671875	9063.4169921875	15363.80078125	16457.19140625	9679.7548828125	3978.336669921875	9518.927734375	10026.7470703125	3547.478271484375	13376.5283203125	0.0	98	potential bp	0.8866577872636228	
833.6160214055701	241.65010833740234	5876.4873046875	9154.4619140625	5259.2333984375	1664.1763916015625	14244.0166015625	13102.779296875	0.0	2472.12451171875	4954.52099609375	3468.550048828125	2256.55712890625	5488.19189453125	3638.74267578125	1944.70263671875	7791.70703125	5596.8935546875	2383.060791015625	4429.0478515625	7553.9453125	6608.2734375	8413.357421875	2466.78515625	9920.2822265625	7530.4462890625	5789.56689453125	6358.56396484375	6888.90966796875	3021.097900390625	3744.82861328125	2453.31103515625	5997.0205078125	12258.66015625	9143.349609375	3547.422119140625	2478.528564453125	8492.849609375	2414.3974609375	6202.87255859375	10113.1328125	12274.7392578125	13108.68359375	7822.73486328125	2907.45849609375	8806.96875	8987.5537109375	2025.51220703125	11200.6591796875	0.0	98	potential bp	0.9322252184602797	
699.5222929637133	240.22155339667137	1568.31689453125	3835.60888671875	1263.8250732421875	0.0	10111.388671875	6614.1376953125	806.0989990234375	963.7274780273438	2187.97021484375	1474.840087890625	809.7081298828125	1416.4642333984375	2218.402099609375	813.08544921875	5851.59375	1910.7469482421875	516.7666015625	2294.474609375	3930.8330078125	4160.43017578125	5538.15966796875	1261.0135498046875	6307.4638671875	5394.6162109375	8775.3837890625	3530.215087890625	4214.30322265625	1508.0225830078125	1325.5008544921875	355.0392761230469	3841.052001953125	7402.7626953125	5321.00927734375	1117.1173095703125	664.5194091796875	4141.3740234375	625.8512573242188	2338.928955078125	3453.933349609375	9107.6826171875	8901.451171875	6469.62939453125	1102.6617431640625	7005.9501953125	6680.71337890625	860.020263671875	13593.8466796875	2264.87158203125	98	701.54-H2	0.9140310928986075	
715.5177139536879	239.50365181856378	430.8727111816406	1773.147216796875	797.663330078125	0.0	4615.64892578125	3917.9287109375	0.0	399.29083251953125	1015.25048828125	910.262451171875	469.1841735839844	887.2750854492188	1554.689208984375	624.0068359375	3097.3232421875	885.9269409179688	0.0	1296.7059326171875	2857.897705078125	3495.6474609375	4544.39501953125	1324.8702392578125	2897.956787109375	2733.634765625	6846.3203125	3946.388671875	6089.84716796875	1354.787109375	1108.1075439453125	516.8529052734375	3136.4443359375	5638.9599609375	6454.32666015625	743.6233520507812	0.0	2014.9552001953125	0.0	1036.4354248046875	1238.5416259765625	5554.59521484375	5382.2119140625	5134.83447265625	1229.9073486328125	8058.56640625	5817.86083984375	814.6019287109375	10377.0361328125	2386.29052734375	98	fragment?	0.9013173317712716	
743.5481999889607	239.8934090354226	852.9231567382812	2290.47998046875	0.0	0.0	8587.7587890625	7558.08349609375	753.401611328125	531.959228515625	944.92529296875	1246.6588134765625	505.27880859375	1415.557861328125	1207.4549560546875	689.3950805664062	3381.16259765625	812.6864624023438	0.0	1272.521728515625	2529.042236328125	2510.689208984375	3154.091064453125	657.828857421875	2701.871337890625	2075.979736328125	4993.767578125	4176.4638671875	5879.251953125	1297.538330078125	857.3507080078125	625.2533569335938	1824.7149658203125	3624.50341796875	4758.23583984375	878.0281982421875	357.37701416015625	2135.871337890625	0.0	1273.404541015625	1928.3236083984375	4242.3330078125	4630.79638671875	3531.66357421875	1118.4879150390625	6435.62060546875	4754.0205078125	577.79638671875	7959.70556640625	1452.443115234375	98	oxidation/reduction	0.8780585399201847	
871.5956540683114	240.77143395465353	3344.391845703125	3275.40576171875	2154.875	1449.9971923828125	6678.26904296875	6274.10791015625	0.0	1880.7705078125	3482.94482421875	2385.68701171875	1634.6881103515625	3332.021484375	3939.349853515625	2397.629150390625	6475.44775390625	4340.66064453125	2482.95361328125	4296.90478515625	5994.41015625	4846.12255859375	5986.57080078125	2031.910400390625	5639.244140625	4317.251953125	5765.412109375	5535.6328125	5697.51806640625	3154.597412109375	2872.864501953125	2134.976318359375	4533.2509765625	6811.673828125	7352.90234375	2494.18896484375	1767.8138427734375	4886.18896484375	1236.265380859375	2639.841796875	4437.85107421875	7838.46142578125	7826.6494140625	5711.6513671875	3224.331298828125	6785.50634765625	6122.09912109375	2371.951171875	7956.1787109375	0.0	98	potential bp	0.9009696937535702	
848.5997399579398	241.912169436191	2441.23486328125	3637.03857421875	2645.65283203125	1021.166259765625	7075.02734375	6706.34716796875	0.0	1672.0389404296875	3160.86572265625	2277.84912109375	1570.619384765625	3154.7578125	3094.9140625	1347.2664794921875	6317.96484375	2889.871337890625	1264.578857421875	2584.33837890625	4975.71484375	5049.7890625	5286.75537109375	2395.53564453125	4831.8359375	3751.44287109375	6188.6240234375	5996.91357421875	7175.00830078125	2494.1787109375	2333.834228515625	1586.143310546875	3749.2392578125	6007.0859375	6152.6806640625	2270.2431640625	1512.247802734375	5163.46435546875	1496.7650146484375	3667.7802734375	3864.168212890625	6351.47265625	6850.89453125	5502.94140625	2866.552978515625	7597.466796875	5507.37060546875	2196.573974609375	7254.35498046875	3380.96240234375	98	potential bp|C13 isotope #1	0.908406185766649	
713.5381822071362	240.79072941960516	615.6220092773438	2162.974609375	0.0	0.0	5260.578125	4135.00048828125	0.0	0.0	777.585693359375	697.419189453125	0.0	714.3147583007812	1051.8763427734375	410.7165832519531	2888.1845703125	0.0	0.0	974.1846923828125	1621.017578125	1817.93798828125	2197.764892578125	329.6155090332031	2043.7265625	2580.626708984375	3011.720703125	1567.2694091796875	1836.5841064453125	579.8452758789062	530.9368286132812	0.0	1415.9677734375	4046.809814453125	2527.582275390625	392.8955078125	353.2965393066406	1811.892822265625	0.0	1078.5499267578125	1435.396484375	3878.631103515625	4366.5478515625	2073.813720703125	707.9931030273438	2965.10595703125	3287.544677734375	0.0	6724.21142578125	0.0	98	methylation (-H2O)	0.8930447514152293	
834.6194045549552	241.78528815375435	2697.9091796875	4600.08935546875	2515.27978515625	913.92529296875	6330.87109375	6305.05419921875	0.0	1353.2679443359375	0.0	1858.6666259765625	1102.156494140625	2538.270263671875	1762.615234375	1043.20068359375	3687.608154296875	2253.2568359375	1277.5843505859375	2017.63525390625	3562.771728515625	3733.286376953125	4002.597900390625	1266.409423828125	4570.49609375	3377.632568359375	2996.272705078125	3483.5703125	3048.4052734375	1401.17138671875	1910.3565673828125	959.014404296875	2779.8876953125	5278.51171875	4210.75537109375	1609.324462890625	1299.48193359375	3991.9716796875	1232.0721435546875	2912.555908203125	4147.53662109375	5657.19775390625	6393.07763671875	3666.967041015625	1463.927734375	3656.072265625	3899.79052734375	988.0813598632812	5478.48828125	0.0	98	potential bp|C13 isotope #1	0.8733686836713741	
832.6038828930193	241.38178626527178	2727.6279296875	4561.6484375	3113.7724609375	842.29150390625	6031.4462890625	5237.173828125	0.0	1633.6854248046875	2284.12109375	1791.3729248046875	1176.3714599609375	2418.462646484375	1852.4820556640625	967.5203857421875	3634.564453125	1932.0498046875	1675.5841064453125	1732.2674560546875	2324.998046875	2656.317626953125	3384.583740234375	1160.7886962890625	3694.020263671875	2763.395263671875	2674.7001953125	2019.6826171875	2131.933349609375	1231.798828125	2225.6103515625	1297.9088134765625	2392.517822265625	3902.568115234375	2927.499755859375	1749.4981689453125	1301.3695068359375	4105.26904296875	1371.8179931640625	3339.413818359375	4581.58154296875	4464.05224609375	4712.19384765625	2613.57763671875	1301.72802734375	2800.68896484375	2717.52099609375	900.1854248046875	3889.88134765625	1657.93408203125	98	834.62-H2	0.8834747536478799	
700.5263727542225	239.8802361739309	707.7930908203125	1520.9127197265625	0.0	0.0	3779.77392578125	2657.931884765625	0.0	551.431640625	834.7156372070312	647.9774780273438	318.81817626953125	762.231689453125	1138.4344482421875	483.16241455078125	2579.59033203125	796.6317749023438	0.0	894.9242553710938	1680.1854248046875	1713.7432861328125	1955.0849609375	631.57275390625	2379.6044921875	2173.977783203125	3360.63134765625	1685.61962890625	1670.218994140625	577.5205078125	0.0	0.0	1710.8214111328125	2647.3095703125	2568.2763671875	549.0521850585938	0.0	1836.067138671875	0.0	980.6358032226562	1721.669921875	3727.8486328125	3770.287841796875	2733.062255859375	0.0	2823.241943359375	2470.2607421875	449.80511474609375	4890.18505859375	0.0	98	701.54-H2|C13 isotope #1	0.9128783787442397	
701.5385153087062	240.5152062808766	611.6359252929688	1300.577880859375	0.0	0.0	4154.03076171875	3016.789794921875	0.0	0.0	731.1026611328125	522.0027465820312	0.0	759.9613037109375	951.2557373046875	0.0	2329.828857421875	978.8033447265625	0.0	1055.8277587890625	1569.8380126953125	1540.2581787109375	1531.7537841796875	462.1387939453125	1832.86865234375	1727.811767578125	2093.91015625	1242.0355224609375	1634.438232421875	593.988037109375	0.0	0.0	1651.943115234375	2993.548583984375	3359.69482421875	0.0	0.0	1657.9747314453125	0.0	734.0454711914062	1468.80712890625	3169.068115234375	3198.420166015625	1993.54248046875	559.8175048828125	2408.953369140625	2480.551513671875	0.0	3663.648681640625	0.0	98	699.52+H2	0.8588597940571507	
131.0946427697239	1120.8412501017253	8022.9501953125	4375.48193359375	16864.365234375	7314.5126953125	7109.16259765625	9164.9267578125	26634.15234375	6378.02490234375	38676.15625	4634.67626953125	26798.697265625	48315.64453125	8636.5576171875	7342.703125	6676.80908203125	10795.185546875	8863.0	5896.587890625	7572.74267578125	5532.96533203125	10246.4970703125	10009.294921875	6405.04345703125	10033.7109375	3454.83251953125	204355.59375	5296.8642578125	3842.858642578125	9998.1650390625	5237.2236328125	3401.663818359375	7161.4013671875	6104.8798828125	14558.921875	5739.2080078125	12733.0234375	12915.6640625	10878.2509765625	5729.57470703125	6194.84912109375	3015.605712890625	3526.3984375	6627.13330078125	3743.594482421875	27415.978515625	8669.5341796875	5886.95166015625	93928.75	99	bp	0.932650605876756	1
131.0946429952492	1103.2085444132488	11121.1044921875	3545.57568359375	18493.03125	5765.615234375	7109.16259765625	9831.39453125	23762.6875	6378.02490234375	18606.107421875	4634.67626953125	14998.6923828125	35011.21484375	6168.1923828125	4895.8193359375	4941.3681640625	10795.185546875	10052.1552734375	5896.587890625	4614.82958984375	6415.1240234375	8112.03173828125	10009.294921875	6405.04345703125	10033.7109375	3177.7705078125	204355.59375	6081.1279296875	3912.52978515625	9998.1650390625	5237.2236328125	3401.663818359375	8352.240234375	6104.8798828125	14558.921875	5739.2080078125	12733.0234375	12889.3525390625	15959.056640625	5729.57470703125	2657.869140625	6365.5458984375	4355.04345703125	6627.13330078125	3452.994140625	25867.498046875	8669.5341796875	5886.95166015625	13935.572265625	100	bp	0.8495978556094134	1
255.0775634916599	815.8033739725748	65290.1875	26087.189453125	54811.69140625	41234.46484375	38817.6328125	80864.546875	82403.984375	34626.26171875	57730.14453125	33322.015625	55762.1796875	199635.828125	21498.0703125	14663.4521484375	45978.91015625	32457.8203125	11618.84765625	31438.71875	94565.6171875	52767.68359375	68096.7109375	29669.822265625	61152.13671875	39549.578125	31274.421875	79476.3125	71917.6875	36703.14453125	188000.65625	141156.875	34287.97265625	61699.9921875	62978.17578125	61818.84375	30152.689453125	41827.42578125	39463.6640625	59839.75390625	123137.3203125	48631.37109375	80192.296875	49689.796875	25514.06640625	30666.998046875	81693.7734375	42906.625	48620.37890625	51316.18359375	101	bp	0.9170237640816128	1
764.5714401473101	256.1092710494995	165423.75	151329.671875	175412.125	101110.15625	134210.171875	130928.5	182931.296875	94557.359375	195373.125	149132.796875	157303.390625	122603.75	162082.53125	102442.8203125	149716.75	166127.0625	195352.5	133461.90625	135758.34375	116327.2265625	125082.7265625	153129.0	128370.765625	133972.421875	154972.359375	131378.328125	102294.1171875	172865.046875	165514.046875	90517.5859375	131739.15625	113784.078125	88662.84375	165061.890625	77485.0625	148539.78125	157848.59375	173274.953125	122028.1484375	110977.59375	105916.578125	120871.8671875	163944.90625	153662.359375	148244.3125	175184.703125	111401.4765625	185626.46875	102	bp	0.9672177828206093	1
765.5745227297829	256.4422705968221	73221.296875	64018.42578125	74384.4375	41629.35546875	52528.45703125	45505.8046875	65955.9921875	35594.6796875	84698.90625	64867.56640625	67341.953125	40124.3359375	67382.890625	38920.203125	49532.1796875	67907.984375	85033.078125	56705.8125	48716.625	39344.375	43166.0703125	64263.875	47166.75390625	50663.6484375	65452.35546875	46859.35546875	35165.65234375	75500.1328125	66551.609375	35213.44140625	55416.3359375	41958.64453125	28184.748046875	70897.734375	27101.876953125	58312.6484375	66606.8203125	73010.0546875	49290.796875	39043.984375	34719.73046875	49354.71484375	70849.3046875	61143.4296875	49599.08203125	73986.0	39209.53125	75103.71875	102	bp|C13 isotope #1	0.9588871033287802	
766.5801245084208	256.8233331044515	14026.453125	11660.7822265625	12483.3056640625	7658.4013671875	10446.1953125	9313.376953125	12041.7373046875	7772.171875	14263.9931640625	12857.9072265625	13112.34375	6098.65576171875	13169.5732421875	7635.25	8958.0302734375	14792.892578125	18244.578125	7688.451171875	5202.404296875	10441.2490234375	11224.8994140625	16617.34375	10121.39453125	11529.1513671875	12095.8642578125	8807.3203125	8873.7470703125	14734.859375	15606.3310546875	8440.6806640625	12745.5927734375	9975.861328125	5723.6845703125	13649.546875	5459.9609375	10888.17578125	13224.630859375	13701.4794921875	12713.41015625	8682.4228515625	9119.11328125	4118.71240234375	18879.974609375	14396.0029296875	12187.8388671875	17056.509765625	8502.2568359375	15095.7451171875	102	bp|C13 isotope #2	0.9656597415308008	
750.5558666442098	257.25883293151855	14341.49609375	10387.798828125	11236.51953125	9123.4423828125	8833.3994140625	7980.2470703125	9169.7763671875	8530.3818359375	12938.1015625	10682.7822265625	12571.2451171875	6858.55224609375	11820.7529296875	9150.759765625	8150.900390625	10172.11328125	14692.4921875	8515.6396484375	7871.86181640625	6951.09228515625	6676.09912109375	12090.8642578125	7206.2880859375	8820.0966796875	11432.8505859375	6056.83154296875	4423.64404296875	14316.23046875	10802.865234375	8002.91455078125	11543.3095703125	8982.4814453125	4622.66259765625	13138.857421875	5907.21630859375	9053.046875	12842.2548828125	12530.0283203125	7725.85595703125	7511.3212890625	6515.712890625	7379.8134765625	10862.0380859375	9816.96484375	7858.16162109375	15367.125	5986.09716796875	12305.76953125	102	methylation (-H2O)	0.9803387568856922	
617.4806134797328	256.2247505187988	11353.0283203125	10917.263671875	8291.8466796875	6317.396484375	9070.1533203125	7714.6171875	7970.818359375	5600.7001953125	11751.3173828125	11500.9755859375	9509.3974609375	6380.0224609375	10091.0341796875	7592.76904296875	8736.6611328125	9830.9951171875	14452.169921875	9789.783203125	7780.66357421875	6675.59228515625	6860.04052734375	10225.2578125	7444.42041015625	8351.064453125	10095.9150390625	6397.80224609375	5099.072265625	12110.9443359375	9387.359375	5424.2001953125	9608.080078125	6550.01025390625	4479.068359375	9945.955078125	5047.453125	7920.55517578125	10996.1572265625	9388.0302734375	8143.337890625	7350.63623046875	6068.626953125	7598.30908203125	12042.5380859375	10202.3671875	7926.197265625	13479.2177734375	6939.47314453125	8667.453125	102	fragment?	0.9528488098376251	
778.5860524478566	255.7410430908203	10161.5068359375	9308.8466796875	9216.7451171875	5708.67236328125	7437.7705078125	6283.05419921875	8905.9794921875	4768.5556640625	9761.6962890625	7813.8046875	8186.4892578125	4693.7890625	8009.2509765625	4983.390625	6873.46923828125	8576.02734375	12738.02734375	6697.712890625	6483.431640625	5507.86376953125	5847.56005859375	8642.8505859375	6109.81787109375	7479.18505859375	7235.60595703125	6361.11474609375	4285.17919921875	9921.2529296875	7968.6875	4405.47900390625	7403.46044921875	5430.1357421875	4112.6630859375	8755.64453125	4724.736328125	7702.82861328125	8679.1396484375	9184.9072265625	6166.5068359375	5521.8056640625	4905.99169921875	6205.470703125	10978.4091796875	7698.34912109375	7652.75732421875	8777.47265625	5243.14111328125	7556.087890625	102	methylation (-H2O)	0.9501191175297191	
