parent,child,score
212,189.12336_564.091,0.09247159090909064
225,189.12336_564.091,0.06406249999999981
226,189.12336_564.091,0.06406249999999981
227,189.12336_564.091,0.06832386363636345
233,189.12336_564.091,0.09247159090909064
26,189.13445_925.292,0.21655737704917866
36,189.13445_925.292,0.5181967213114714
84,189.13445_925.292,0.15262295081967092
157,189.13445_925.292,0.07065573770491748
6,189.13455_1043,0.10320366132723108
39,189.13455_1043,0.1009153318077803
96,189.13455_1043,0.1009153318077803
98,189.13455_1043,0.1009153318077803
192,189.13455_1043,0.1169336384439359
206,189.13455_1043,0.10320366132723108
233,189.13455_1043,0.1169336384439359
239,189.13455_1043,0.1009153318077803
247,189.13455_1043,0.1009153318077803
6,189.15968_859.763,0.3696428571428543
13,189.15968_859.763,0.171840659340658
81,189.15968_859.763,0.19244505494505346
226,189.15968_859.763,0.09217032967032897
233,189.15968_859.763,0.10865384615384532
20,190.10733_387.071,0.6544279559597959
212,190.10733_387.071,0.10584011488750704
67,190.10734_328.784,0.10545808966861596
120,190.10734_328.784,0.11910331384015588
212,190.10734_328.784,0.5986354775828457
227,190.10734_328.784,0.12495126705653015
20,190.10737_416.08,0.5792750197005512
140,190.10737_416.08,0.054452324665090576
212,190.10737_416.08,0.2167848699763592
23,191.10254_598.691,0.05887850467289709
61,191.10254_598.691,0.06688918558077425
81,191.10254_598.691,0.06688918558077425
136,191.10254_598.691,0.05887850467289709
153,191.10254_598.691,0.060213618157543274
165,191.10254_598.691,0.07757009345794379
167,191.10254_598.691,0.07089452603471283
172,191.10254_598.691,0.2097463284379168
192,191.10254_598.691,0.07757009345794379
211,191.10254_598.691,0.07089452603471283
248,191.10254_598.691,0.1469959946595458
140,193.07065_547.98,0.3071486596263202
159,193.07065_547.98,0.09918765231519093
200,193.07065_547.98,0.08943948009748175
207,193.07065_547.98,0.07725426482534528
231,193.07065_547.98,0.0642567018683997
65,193.14347_277.93,0.14609374999999875
86,193.14347_277.93,0.13046874999999888
101,193.14347_277.93,0.5210937499999955
149,193.14347_277.93,0.13828124999999886
65,193.14348_366.198,0.15966101694915086
66,193.14348_366.198,0.16305084745762535
101,193.14348_366.198,0.5935593220338918
48,193.14349_322.471,0.0594339622641507
65,193.14349_322.471,0.0648247978436655
86,193.14349_322.471,0.08504043126684603
101,193.14349_322.471,0.23328840970350306
127,193.14349_322.471,0.058086253369272006
137,193.14349_322.471,0.3653638814016157
149,193.14349_322.471,0.0621293800539081
10,194.08106_471.593,0.617077986179661
187,194.08106_471.593,0.0899308983218159
10,194.08116_372.653,0.14597915115413354
43,194.08116_372.653,0.4129188384214473
224,194.08116_372.653,0.06593447505584557
33,194.10233_838.134,0.27146892655367144
98,194.10233_838.134,0.13022598870056454
157,194.10233_838.134,0.12175141242937815
166,194.10233_838.134,0.1556497175141238
200,194.10233_838.134,0.12175141242937815
246,194.10233_838.134,0.12457627118644027
18,195.08766_510.582,0.5160958904109558
84,195.08766_510.582,0.10742009132420026
145,195.08766_510.582,0.05833333333333299
174,195.08766_510.582,0.17705479452054687
197,195.08766_510.582,0.06404109589041057
51,195.13801_248.128,0.06819620253164545
52,195.13801_248.128,0.07927215189873403
79,195.13801_248.128,0.07136075949367078
127,195.13801_248.128,0.0697784810126581
170,195.13801_248.128,0.35458860759493604
217,195.13801_248.128,0.10458860759493653
219,195.13801_248.128,0.07136075949367078
226,195.13801_248.128,0.0523734177215189
227,195.13801_248.128,0.07136075949367078
12,196.09686_330.42,0.14088541666666668
38,196.09686_330.42,0.12786458333333334
159,196.09686_330.42,0.13567708333333334
182,196.09686_330.42,0.08359375000000002
210,196.09686_330.42,0.3205729166666667
236,196.09686_330.42,0.12786458333333334
94,196.13323_274.685,0.056190476190476166
106,196.13323_274.685,0.05936507936507932
203,196.13323_274.685,0.051957671957671925
210,196.13323_274.685,0.6202116402116399
39,198.08732_479.488,0.20988142292490172
120,198.08732_479.488,0.24150197628458564
174,198.08732_479.488,0.24150197628458564
223,198.08732_479.488,0.20988142292490172
40,198.0972_627.372,0.0790157845868154
49,198.0972_627.372,0.20900649953574787
90,198.0972_627.372,0.050232126276694634
92,198.0972_627.372,0.25821727019498664
93,198.0972_627.372,0.08922934076137437
136,198.0972_627.372,0.09758588672237717
155,198.0972_627.372,0.05116063138347272
49,198.09723_696.858,0.2408396946564885
187,198.09723_696.858,0.2751908396946564
190,198.09723_696.858,0.099618320610687
207,198.09723_696.858,0.29045801526717546
29,198.11248_387.071,0.06652542372881334
151,198.11248_387.071,0.6795197740112972
164,198.11248_387.071,0.07499999999999975
231,198.11248_387.071,0.07076271186440654
238,198.11248_387.071,0.07358757062146869
40,198.11248_554.431,0.06500630517024003
121,198.11248_554.431,0.6394073139974823
121,198.11249_459.215,0.6626903553299445
193,198.11249_459.215,0.14492385786801926
207,198.11249_459.215,0.1246192893401006
151,198.11252_411.438,0.4437500000000015
164,198.11252_411.438,0.07878086419753112
192,198.11252_411.438,0.0764660493827163
203,198.11252_411.438,0.05100308641975325
26,199.10775_390.305,0.14866444073455767
57,199.10775_390.305,0.05434056761268784
79,199.10775_390.305,0.08939899833055097
171,199.10775_390.305,0.2329716193656095
177,199.10775_390.305,0.05851419031719536
79,199.16923_196.185,0.7383763837638376
214,199.16923_196.185,0.16642066420664206
4,199.16928_229.964,0.12002635046113252
79,199.16928_229.964,0.4770750988142272
86,199.16928_229.964,0.05810276679841871
109,199.16928_229.964,0.0594202898550722
149,199.16928_229.964,0.06600790513833962
214,199.16928_229.964,0.07127799736495356
216,199.16928_229.964,0.05810276679841871
226,199.16928_229.964,0.05810276679841871
25,200.09176_300.895,0.3169197396963121
75,200.09176_300.895,0.09349240780911056
165,200.09176_300.895,0.10433839479392618
227,200.09176_300.895,0.11735357917570492
241,200.09176_300.895,0.314750542299349
12,201.05223_433.724,0.4262357414448675
112,201.05223_433.724,0.23992395437262395
216,201.05223_433.724,0.23992395437262395
12,201.05226_460.808,0.22854511970533964
65,201.05226_460.808,0.08858195211786331
81,201.05226_460.808,0.08674033149171231
112,201.05226_460.808,0.12725598526703438
129,201.05226_460.808,0.09779005524861832
165,201.05226_460.808,0.10331491712707136
216,201.05226_460.808,0.12725598526703438
239,201.05226_460.808,0.09594843462246733
153,202.06858_728.455,0.8182481751824853
21,202.14378_243.181,0.10692883895131007
39,202.14378_243.181,0.09569288389513038
67,202.14378_243.181,0.3934456928838922
149,202.14378_243.181,0.08258426966292072
162,202.14378_243.181,0.10880149812734
220,202.14378_243.181,0.08071161048689078
226,202.14378_243.181,0.08445692883895069
27,202.14378_284.365,0.06700581395348831
157,202.14378_284.365,0.06991279069767438
202,202.14378_284.365,0.06409883720930228
214,202.14378_284.365,0.06409883720930228
216,202.14378_284.365,0.4812499999999996
227,202.14378_284.365,0.08444767441860458
238,202.14378_284.365,0.0655523255813953
249,202.14378_284.365,0.06845930232558134
17,203.05256_627.372,0.3810958904109583
81,203.05256_627.372,0.27150684931506797
226,203.05256_627.372,0.11534246575342448
233,203.05256_627.372,0.16465753424657506
233,203.0526_694.864,0.639130434782609
66,203.10262_336.992,0.10502183406113498
93,203.10262_336.992,0.10502183406113498
129,203.10262_336.992,0.20764192139737914
160,203.10262_336.992,0.1093886462882092
161,203.10262_336.992,0.10720524017467208
196,203.10262_336.992,0.1093886462882092
202,203.10262_336.992,0.10065502183406076
229,203.10262_336.992,0.10283842794759787
111,203.15026_860.383,0.5802521008403381
157,203.15026_860.383,0.315546218487396
17,203.1503_1065.25,0.4694871794871791
98,203.1503_1065.25,0.11820512820512813
193,203.1503_1065.25,0.11564102564102555
233,203.1503_1065.25,0.113076923076923
242,203.1503_1065.25,0.12076923076923067
7,204.08662_590.713,0.13155127081507462
9,204.08662_590.713,0.0964943032427696
92,204.08662_590.713,0.08948290972830858
159,204.08662_590.713,0.06231375985977219
166,204.08662_590.713,0.06581945661700267
187,204.08662_590.713,0.06669588080631031
7,204.08664_547.98,0.08921874999999924
9,204.08664_547.98,0.4126562499999965
75,204.08664_547.98,0.07671874999999935
81,204.08664_547.98,0.07359374999999937
106,204.08664_547.98,0.07359374999999937
157,204.08664_547.98,0.07671874999999935
200,204.08664_547.98,0.07359374999999937
219,204.08664_547.98,0.08609374999999928
7,204.08669_668.607,0.09729119638826172
61,204.08669_668.607,0.1040632054176071
90,204.08669_668.607,0.11083521444695246
159,204.08669_668.607,0.09729119638826172
192,204.08669_668.607,0.21693002257336316
207,204.08669_668.607,0.21015801354401775
233,204.08669_668.607,0.10857787810383733
13,204.12303_518.554,0.1398477157360395
50,204.12303_518.554,0.12461928934010053
55,204.12303_518.554,0.1398477157360395
65,204.12303_518.554,0.12715736040609035
98,204.12303_518.554,0.11954314720812087
152,204.12303_518.554,0.11954314720812087
207,204.12303_518.554,0.16776649746192754
56,204.12312_259.764,0.09369565217391287
61,204.12312_259.764,0.10456521739130416
81,204.12312_259.764,0.08065217391304334
96,204.12312_259.764,0.11760869565217373
161,204.12312_259.764,0.10239130434782592
185,204.12312_259.764,0.10456521739130416
202,204.12312_259.764,0.10456521739130416
212,204.12312_259.764,0.11978260869565195
219,204.12312_259.764,0.11978260869565195
13,204.14012_929.629,0.3834782608695653
204,204.14012_929.629,0.4008695652173914
165,205.06826_614.695,0.30496894409937986
197,205.06826_614.695,0.5409937888198775
39,205.09718_554.431,0.18874345549738
42,205.09718_554.431,0.377225130890048
52,205.09718_554.431,0.17565445026177806
154,205.09718_554.431,0.1913612565445004
64,205.11832_597.184,0.20652557319223955
94,205.11832_597.184,0.11305114638447955
162,205.11832_597.184,0.09012345679012332
182,205.11832_597.184,0.21710758377425013
193,205.11832_597.184,0.1042328042328041
214,205.11832_597.184,0.10952380952380936
238,205.11832_597.184,0.11657848324514974
16,208.05985_444.82,0.6313885647607895
52,208.05985_444.82,0.0619603267211198
66,208.05985_444.82,0.060793465577595886
67,208.05985_444.82,0.05145857642940458
81,208.05985_444.82,0.05029171528588067
127,208.05985_444.82,0.053792298716452414
180,208.05985_444.82,0.05962660443407197
80,210.11246_244.833,0.07972850678733019
128,210.11246_244.833,0.05257918552036192
184,210.11246_244.833,0.09149321266968312
210,210.11246_244.833,0.1647963800904975
217,210.11246_244.833,0.1657013574660631
241,210.11246_244.833,0.11321266968325774
12,210.11246_295.922,0.052689486552567034
52,210.11246_295.922,0.05391198044009759
75,210.11246_295.922,0.06002444987775037
80,210.11246_295.922,0.07713936430317818
101,210.11246_295.922,0.12481662591686993
128,210.11246_295.922,0.0624694376528115
136,210.11246_295.922,0.06124694376528093
149,210.11246_295.922,0.05513447432762815
188,210.11246_295.922,0.058801955990219826
192,210.11246_295.922,0.05513447432762815
203,210.11246_295.922,0.052689486552567034
214,210.11246_295.922,0.11625916870415602
217,210.11246_295.922,0.11014669926650324
52,210.17_277.93,0.06761133603238838
65,210.17_277.93,0.06221322537111984
84,210.17_277.93,0.06491228070175413
101,210.17_277.93,0.15802968960863628
149,210.17_277.93,0.05816464237516844
190,210.17_277.93,0.05951417004048558
203,210.17_277.93,0.43873144399459996
226,210.17_277.93,0.05816464237516844
52,210.17001_322.471,0.11905940594059325
80,210.17001_322.471,0.11905940594059325
84,210.17001_322.471,0.10668316831683096
101,210.17001_322.471,0.2601485148514834
203,210.17001_322.471,0.33440594059405715
29,211.03671_390.305,0.3729411764705901
157,211.03671_390.305,0.1768627450980401
176,211.03671_390.305,0.16901960784313808
239,211.03671_390.305,0.18470588235294208
41,211.14411_277.93,0.06602150537634467
82,211.14411_277.93,0.5513261648745569
108,211.14411_277.93,0.060286738351255025
202,211.14411_277.93,0.07032258064516192
82,211.14411_323.903,0.6603061224489771
157,211.14411_323.903,0.06336734693877527
180,211.14411_323.903,0.054183673469387565
202,211.14411_323.903,0.05622448979591816
99,212.09505_593.907,0.7965178571428597
187,212.09505_593.907,0.09651785714285743
99,212.09507_649.151,0.9249999999999968
99,212.09509_619.436,0.8449541284403758
187,212.09509_619.436,0.05763135946622245
99,212.09509_739.434,0.9688963210702304
99,212.09512_515.409,0.7604671280276885
128,212.09512_515.409,0.09956747404844378
99,212.09513_557.68,0.8761248852158001
99,212.09533_456.158,0.6215856481481531
5,213.14851_248.128,0.053740648379052285
128,213.14851_248.128,0.0562344139650872
169,213.14851_248.128,0.12855361596009954
170,213.14851_248.128,0.3879052369077301
216,213.14851_248.128,0.184663341645885
231,213.14851_248.128,0.0562344139650872
157,214.64695_821.62,0.3974137931034497
233,214.64695_821.62,0.3887931034482772
26,215.04844_310.69,0.129525862068965
32,215.04844_310.69,0.12090517241379263
81,215.04844_310.69,0.09288793103448237
98,215.04844_310.69,0.10581896551724096
141,215.04844_310.69,0.11874999999999952
145,215.04844_310.69,0.09719827586206856
157,215.04844_310.69,0.07780172413793073
214,215.04844_310.69,0.09719827586206856
215,215.04844_310.69,0.10797413793103404
32,215.13902_457.696,0.5187830687830646
66,215.13902_457.696,0.11666666666666572
98,215.13902_457.696,0.16164021164021036
141,215.13902_457.696,0.13253968253968146
25,216.12305_385.459,0.5909446254071703
155,216.12305_385.459,0.06912052117263892
164,216.12305_385.459,0.07042345276873012
9,216.12306_351.627,0.05181518151815152
25,216.12306_351.627,0.6018701870186985
155,216.12306_351.627,0.06391639163916356
157,216.12306_351.627,0.05181518151815152
164,216.12306_351.627,0.06611661166116575
233,216.12306_351.627,0.05291529152915262
238,216.12306_351.627,0.05401540154015371
25,216.12311_409.811,0.6027609427609466
123,216.12311_409.811,0.055286195286195626
98,217.06824_619.436,0.22000000000000086
109,217.06824_619.436,0.2102439024390252
157,217.06824_619.436,0.24439024390244
225,217.06824_619.436,0.20536585365853735
44,217.10704_469.996,0.08754646840148643
55,217.10704_469.996,0.10241635687732276
56,217.10704_469.996,0.0856877323420069
77,217.10704_469.996,0.0949814126394046
90,217.10704_469.996,0.10241635687732276
157,217.10704_469.996,0.09312267657992508
169,217.10704_469.996,0.10427509293680233
207,217.10704_469.996,0.0856877323420069
214,217.10704_469.996,0.1972118959107794
72,218.08116_325.502,0.058802395209580686
143,218.08116_325.502,0.5989221556886213
145,218.08116_325.502,0.054011976047904066
166,218.08116_325.502,0.057604790419161535
227,218.08116_325.502,0.056407185628742376
241,218.08116_325.502,0.054011976047904066
143,218.08119_277.93,0.744910999543591
30,218.10219_490.026,0.054895104895104865
55,218.10219_490.026,0.050233100233100215
57,218.10219_490.026,0.050233100233100215
90,218.10219_490.026,0.050233100233100215
165,218.10219_490.026,0.050233100233100215
202,218.10219_490.026,0.10967365967365962
207,218.10219_490.026,0.054895104895104865
216,218.10219_490.026,0.4348484848484847
231,218.10219_490.026,0.054895104895104865
236,218.10219_490.026,0.06188811188811185
25,218.10224_518.554,0.1431893687707643
107,218.10224_518.554,0.1332225913621264
174,218.10224_518.554,0.15980066445182742
216,218.10224_518.554,0.1564784053156148
236,218.10224_518.554,0.3159468438538209
76,218.12476_691.613,0.7104234527687211
84,218.12476_691.613,0.14039087947882567
157,218.12476_691.613,0.05570032573289836
179,218.13866_633.586,0.6003543586109169
17,218.13871_266.414,0.0938900203665986
84,218.13871_266.414,0.106109979633401
152,218.13871_266.414,0.2751527494908345
185,218.13871_266.414,0.0938900203665986
202,218.13871_266.414,0.1835030549898163
219,218.13871_266.414,0.106109979633401
236,218.13871_266.414,0.09185336048879818
5,218.14991_842.342,0.09111570247933838
83,218.14991_842.342,0.11177685950413166
98,218.14991_842.342,0.12417355371900762
130,218.14991_842.342,0.21508264462809806
157,218.14991_842.342,0.09111570247933838
165,218.14991_842.342,0.11177685950413166
177,218.14991_842.342,0.19855371900826346
61,219.13393_670.77,0.31270161290322346
81,219.13393_670.77,0.21391129032257905
160,219.13393_670.77,0.11512096774193464
226,219.13393_670.77,0.09495967741935414
227,219.13393_670.77,0.08891129032257998
233,219.13393_670.77,0.12520161290322487
9,220.08152_624.196,0.06428571428571488
21,220.08152_624.196,0.2749639249639275
64,220.08152_624.196,0.210028860028862
207,220.08152_624.196,0.06356421356421414
0,220.11798_353.265,0.8494701617401111
0,220.11798_374.23,0.8285074626865602
206,220.11798_374.23,0.09716417910447678
3,221.09196_513.775,0.7488888888888818
211,221.09196_513.775,0.0924786324786316
236,221.09196_513.775,0.09418803418803327
30,222.0798_305.834,0.14301412872841415
52,222.0798_305.834,0.058241758241758125
65,222.0798_305.834,0.0723704866562008
66,222.0798_305.834,0.08649921507064348
159,222.0798_305.834,0.0755102040816325
161,222.0798_305.834,0.15714285714285686
193,222.0798_305.834,0.29529042386185184
207,222.0798_305.834,0.06295133437990569
3,222.11246_286.004,0.6240575396825466
86,222.11246_286.004,0.07346230158730241
192,222.11246_286.004,0.10372023809523924
49,226.12844_465.402,0.2010837438423637
69,226.12844_465.402,0.18433497536945734
90,226.12844_465.402,0.053300492610837226
93,226.12844_465.402,0.053300492610837226
136,226.12844_465.402,0.09763546798029517
187,226.12844_465.402,0.07300492610837409
207,226.12844_465.402,0.07004926108374357
108,226.1549_883.854,0.13729838709677356
141,226.1549_883.854,0.3792338709677402
157,226.1549_883.854,0.12520161290322526
180,226.1549_883.854,0.08891129032258024
226,226.1549_883.854,0.10100806451612858
233,226.1549_883.854,0.11915322580645107
26,227.10254_330.42,0.3633408071748858
42,227.10254_330.42,0.22208520179372068
81,227.10254_330.42,0.06737668161434937
141,227.10254_330.42,0.05504484304932704
149,227.10254_330.42,0.05728699551569474
159,227.10254_330.42,0.05504484304932704
165,227.10254_330.42,0.07858744394618787
236,227.10254_330.42,0.06849775784753324
26,227.10254_374.23,0.26435643564356315
42,227.10254_374.23,0.459075907590757
157,227.10254_374.23,0.1884488448844876
26,227.10254_428.854,0.3663377192982436
42,227.10254_428.854,0.2336622807017531
81,227.10254_428.854,0.07138157894736802
149,227.10254_428.854,0.06041666666666633
155,227.10254_428.854,0.06918859649122769
165,227.10254_428.854,0.08234649122806971
236,227.10254_428.854,0.07138157894736802
109,227.15816_882.758,0.11108374384236397
141,227.15816_882.758,0.4682266009852193
157,227.15816_882.758,0.1233990147783245
222,227.15816_882.758,0.12832512315270872
233,227.15816_882.758,0.10862068965517188
32,228.10585_427.263,0.5467045454545424
81,228.10585_427.263,0.060340909090908765
98,228.10585_427.263,0.06147727272727239
149,228.10585_427.263,0.05124999999999972
157,228.10585_427.263,0.07056818181818142
165,228.10585_427.263,0.07056818181818142
214,228.10585_427.263,0.05238636363636335
236,228.10585_427.263,0.05920454545454513
217,228.12308_263.096,0.7007653061224509
27,228.14548_1120.26,0.11134751773049596
37,228.14548_1120.26,0.3572104018912513
132,228.14548_1120.26,0.1042553191489357
157,228.14548_1120.26,0.10661938534278913
180,228.14548_1120.26,0.1302600472813233
242,228.14548_1120.26,0.1326241134751767
1,229.11822_955.832,0.719140625000004
145,229.11822_955.832,0.18398437500000106
25,229.14353_246.483,0.15933219178082236
56,229.14353_246.483,0.2389554794520555
86,229.14353_246.483,0.09083904109589064
170,229.14353_246.483,0.3322773972602749
231,229.14353_246.483,0.08570205479452077
27,229.15452_573.378,0.5902298850574657
75,229.15452_573.378,0.09597701149425196
113,229.15452_573.378,0.10747126436781508
157,229.15452_573.378,0.07298850574712575
188,229.15452_573.378,0.08639846743294936
13,229.15458_490.026,0.05909090909090915
26,229.15458_490.026,0.08713733075435211
27,229.15458_490.026,0.6064796905222443
75,229.15458_490.026,0.05425531914893622
100,229.15458_490.026,0.05038684719535788
113,229.15458_490.026,0.061992263056092886
196,229.15458_490.026,0.05618955512572539
13,229.1546_525.002,0.05076481835564053
21,229.1546_525.002,0.05554493307839388
27,229.1546_525.002,0.5469407265774379
113,229.1546_525.002,0.14254302103250474
26,229.15463_297.637,0.19037122969837475
27,229.15463_297.637,0.10568445475637987
32,229.15463_297.637,0.11032482598607823
81,229.15463_297.637,0.053480278422273465
100,229.15463_297.637,0.11960556844547494
113,229.15463_297.637,0.056960556844547226
165,229.15463_297.637,0.06392111368909477
176,229.15463_297.637,0.06044083526682099
202,229.15463_297.637,0.11960556844547494
214,229.15463_297.637,0.056960556844547226
27,229.15463_538.378,0.6221951219512118
157,229.15463_538.378,0.08317073170731605
188,229.15463_538.378,0.10999999999999864
196,229.15463_538.378,0.12463414634146187
107,230.04813_440.293,0.6401719197707785
104,230.10228_469.996,0.8017485978225044
249,230.18628_737.04,0.6887499999999993
26,231.0993_277.93,0.12871536523929464
52,231.0993_277.93,0.11360201511335008
98,231.0993_277.93,0.12871536523929464
157,231.0993_277.93,0.0909319899244332
176,231.0993_277.93,0.1236775818639798
202,231.0993_277.93,0.23198992443324926
214,231.0993_277.93,0.11612090680100748
26,231.13375_578.163,0.5843657817109059
30,231.13375_578.163,0.2333333333333299
157,231.13375_578.163,0.10943952802359724
66,233.1132_564.091,0.0536904761904761
81,233.1132_564.091,0.0536904761904761
98,233.1132_564.091,0.05488095238095229
113,233.1132_564.091,0.05726190476190466
157,233.1132_564.091,0.05607142857142848
165,233.1132_564.091,0.0644047619047618
172,233.1132_564.091,0.5751190476190466
211,233.1132_564.091,0.05607142857142848
109,233.12434_703.375,0.14602649006622515
157,233.12434_703.375,0.15927152317880794
167,233.12434_703.375,0.16258278145695365
192,233.12434_703.375,0.16258278145695365
233,233.12434_703.375,0.1427152317880795
249,233.12434_703.375,0.14602649006622515
81,233.14949_674.743,0.2230024213075064
172,233.14949_674.743,0.2012106537530269
231,233.14949_674.743,0.11162227602905583
233,233.14949_674.743,0.13583535108958858
249,233.14949_674.743,0.2690072639225185
9,234.09711_592.308,0.08038984051978768
156,234.09711_592.308,0.3792675723567647
182,234.09711_592.308,0.2262847017129365
41,234.0972_641.423,0.10650118203309672
77,234.0972_641.423,0.050945626477541285
156,234.0972_641.423,0.7554373522458616
165,234.0972_641.423,0.05567375886524813
36,234.10837_813.117,0.5820512820512764
152,234.10837_813.117,0.1974358974358955
192,234.10837_813.117,0.08303747534516685
207,234.10837_813.117,0.08698224852070922
17,234.13352_302.542,0.5298039215686302
118,234.13352_302.542,0.18078431372549114
145,234.13352_302.542,0.19254901960784412
18,235.11892_416.08,0.1225956566701142
108,235.11892_416.08,0.2839193381592565
154,235.11892_416.08,0.3247673216132381
174,235.11892_416.08,0.06933815925542942
113,235.16508_532.509,0.6871698113207567
249,235.16508_532.509,0.2192452830188686
118,235.91289_186.196,0.5640883977900576
163,235.91289_186.196,0.27679558011049843
143,236.09164_380.61,0.272801875732709
163,236.09164_380.61,0.4818679171551402
114,236.09166_349.996,0.05013717421124853
143,236.09166_349.996,0.256584362139919
163,236.09166_349.996,0.433539094650208
48,236.11278_241.536,0.10525164113785497
52,236.11278_241.536,0.09431072210065593
65,236.11278_241.536,0.09868708971553554
89,236.11278_241.536,0.09868708971553554
118,236.11278_241.536,0.4291028446389472
134,236.11278_241.536,0.12056892778993368
13,236.14916_864.146,0.3940170940170965
103,236.14916_864.146,0.3940170940170965
113,236.16836_532.509,0.8903083700440559
42,237.08689_443.301,0.05955710955710949
52,237.08689_443.301,0.05139860139860135
127,237.08689_443.301,0.05256410256410251
165,237.08689_443.301,0.053729603729603684
177,237.08689_443.301,0.06538461538461532
184,237.08689_443.301,0.056060606060606005
205,237.08689_443.301,0.5828671328671323
48,237.08692_468.549,0.09323529411764683
205,237.08692_468.549,0.7030392156862729
23,237.09024_674.743,0.2112107623318396
57,237.09024_674.743,0.6775784753363261
25,237.11188_236.531,0.21930434782608565
51,237.11188_236.531,0.08886956521739077
52,237.11188_236.531,0.09756521739130378
85,237.11188_236.531,0.1566956521739121
114,237.11188_236.531,0.10626086956521676
124,237.11188_236.531,0.0766956521739126
214,237.11188_236.531,0.05930434782608661
217,237.11188_236.531,0.0766956521739126
226,237.11188_236.531,0.0766956521739126
121,237.14843_216.95,0.5905263157894742
217,237.14843_216.95,0.15607655502392356
61,238.0379_668.607,0.13753501400560114
129,238.0379_668.607,0.6613445378151208
160,238.0379_668.607,0.13193277310924265
21,238.092_624.196,0.2860465116279076
102,238.092_624.196,0.3463393626184331
24,239.13891_408.169,0.7581304006284447
51,239.1486_292.609,0.10279720279720203
111,239.1486_292.609,0.8393939393939331
13,239.15006_589.081,0.06422764227642312
58,239.15006_589.081,0.7435411020776918
58,239.15012_556.072,0.8863782051281992
193,239.15012_556.072,0.07227564102564052
190,240.10764_688.576,0.2660493827160499
194,240.10764_688.576,0.29691358024691417
196,240.10764_688.576,0.28456790123456843
35,240.12286_437.038,0.05841059602648975
70,240.12286_437.038,0.8491390728476775
157,240.12286_437.038,0.05841059602648975
4,240.12291_382.238,0.4751798561151094
48,240.12291_382.238,0.09388489208633123
215,240.12291_382.238,0.1694244604316552
231,240.12291_382.238,0.1730215827338135
127,240.12294_302.542,0.2565476190476195
184,240.12294_302.542,0.29821428571428626
216,240.12294_302.542,0.29821428571428626
88,240.12299_254.771,0.06267232237539766
185,240.12299_254.771,0.05312831389183457
216,240.12299_254.771,0.06585365853658535
218,240.12299_254.771,0.5388123011664899
236,240.12299_254.771,0.0552492046659597
238,240.12299_254.771,0.0552492046659597
86,241.14337_248.128,0.069230769230769
115,241.14337_248.128,0.7180602006688941
138,241.14337_248.128,0.05027870680044577
226,241.14337_248.128,0.053623188405796926
113,241.15448_544.85,0.1013490725126474
157,241.15448_544.85,0.08954468802698133
176,241.15448_544.85,0.07942664418212468
189,241.15448_544.85,0.5937605396290042
233,241.15448_544.85,0.09460370994940964
113,241.15453_490.026,0.05613879003558744
177,241.15453_490.026,0.05169039145907497
189,241.15453_490.026,0.5312277580071199
233,241.15453_490.026,0.05169039145907497
67,241.17968_239.89,0.2012429378531065
86,241.17968_239.89,0.10632768361581876
164,241.17968_239.89,0.09954802259886963
170,241.17968_239.89,0.4848587570621449
2,242.11342_479.488,0.3492863939105605
30,242.11342_479.488,0.4625118934348229
81,242.11342_479.488,0.05432921027592756
136,242.11342_479.488,0.05147478591817305
223,242.11342_479.488,0.05908658420551841
2,243.09755_412.921,0.09982502187226637
30,243.09755_412.921,0.21443569553805866
40,243.09755_412.921,0.13482064741907318
87,243.09755_412.921,0.3439195100612438
165,243.09755_412.921,0.05170603674540704
81,244.07899_547.98,0.1857758620689662
98,244.07899_547.98,0.2676724137931044
157,244.07899_547.98,0.22887931034482845
158,244.07899_547.98,0.2116379310344836
90,244.0815_502.727,0.06638036809815942
94,244.0815_502.727,0.05901840490797537
157,244.0815_502.727,0.06024539877300605
165,244.0815_502.727,0.06883435582822077
177,244.0815_502.727,0.1633128834355826
183,244.0815_502.727,0.4872392638036803
207,244.0815_502.727,0.05411042944785269
14,244.09286_559.317,0.6648609077598777
98,244.09286_559.317,0.07628111273792035
152,244.09286_559.317,0.21976573938506416
50,244.14032_1112.59,0.7611551528878783
109,244.14032_1112.59,0.05107587768969396
157,244.14032_1112.59,0.05447338618346518
180,244.14032_1112.59,0.05673839184597933
50,244.14033_1107.85,0.4557755775577571
157,244.14033_1107.85,0.14554455445544598
180,244.14033_1107.85,0.1521452145214526
242,244.14033_1107.85,0.16534653465346585
41,244.1765_927.424,0.3975206611570273
98,244.1765_927.424,0.3975206611570273
50,244.19068_228.159,0.1059196617336143
67,244.19068_228.159,0.4209302325581359
98,244.19068_228.159,0.112262156448202
113,244.19068_228.159,0.10380549682875173
129,244.19068_228.159,0.1059196617336143
214,244.19068_228.159,0.09957716701902662
26,245.12838_325.502,0.05816203143893571
48,245.12838_325.502,0.1331318016928653
52,245.12838_325.502,0.05453446191051976
106,245.12838_325.502,0.055743651753325074
108,245.12838_325.502,0.6143893591293812
138,245.12838_325.502,0.05332527206771445
48,245.12839_282.73,0.11926503340757198
108,245.12839_282.73,0.6047884187082386
138,245.12839_282.73,0.05022271714922033
202,245.12839_282.73,0.05133630289532278
48,245.12839_369.407,0.11400208986415848
86,245.12839_369.407,0.05653082549634258
108,245.12839_369.407,0.5821316614420046
119,245.12839_369.407,0.050261233019853566
237,245.16483_409.811,0.7018814675446846
